"","adrenal.gland","colon","esophagus","kidney","liver","lung","ovary","pancreas","prostate","testis","spleen","stomach","heart"
"ENSG00000146282",5.43954165266458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.59108269474645,NA
"ENSG00000115414",7.46827106267224,8.33459805946866,7.27948919674817,6.73272192060067,7.91434707973123,8.0925468868754,6.69121259283327,7.13983494055243,8.44681034171521,7.57540492654082,7.46284058981753,6.13660071762735,5.36531082478137
"ENSG00000112297",NA,5.79595273183048,NA,NA,NA,NA,NA,NA,NA,NA,4.88762129013057,4.73498028111379,NA
"ENSG00000067057",6.96729390241931,7.39786497775521,7.55066666190153,5.53806934399883,NA,6.74251958607615,6.85520525133942,6.93005276802894,8.27261963444274,6.98834873134585,6.95874385730979,7.4183595903213,7.78440246114527
"ENSG00000166925",4.79597728841407,5.37247539633744,NA,5.09691302707776,NA,NA,NA,NA,NA,5.4600590122159,5.98560895749282,NA,NA
"ENSG00000105726",5.87356358253493,6.09954597783753,NA,NA,NA,5.26791563491206,5.97619007658438,6.34023331417623,NA,5.75933712140672,4.51353762372333,5.58070051014976,NA
"ENSG00000035141",NA,6.25208319148072,NA,5.95315872998638,NA,NA,5.71369419164557,6.07024303712305,NA,NA,6.2185660901428,5.72008248699511,6.47900309362914
"ENSG00000177700",NA,6.0111265118618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000213064",NA,NA,NA,NA,NA,6.53905919640707,NA,6.44351779601981,6.37514153644821,NA,NA,NA,NA
"ENSG00000092199",8.58367023208592,7.53526451149373,7.90194455768052,7.80791398719214,NA,7.87927653235737,7.24353965647193,7.96816335562865,7.78194203067818,8.258107108272,7.91987822145432,7.52782130016068,7.39294074291817
"ENSG00000118873",6.18988536296843,5.60564170449171,NA,NA,5.70194085403992,5.18261392728125,6.22694592718881,NA,6.32047795899327,5.76971557402373,4.7209411308063,6.34653360499652,NA
"ENSG00000151726",7.59926468016656,6.68819957141802,7.05865199673476,8.13493573955905,8.63526277266751,7.05050357205467,6.85081282253436,7.95619839934572,7.70593792475528,6.52056103871361,6.74825255769608,7.39079475249001,9.08697431007684
"ENSG00000084090",5.73820557436657,5.424459892945,NA,NA,NA,NA,NA,NA,5.68466262646721,NA,6.16730763224545,5.52546698874945,6.27214220655435
"ENSG00000176623",6.79364595030624,6.47506460433295,6.47855276740436,6.85260103205352,6.45751033689272,7.0722679153424,6.35527822636019,6.0880062176745,6.18668740803171,6.36850084139228,6.7076899427917,6.6053130151431,7.33738756365904
"ENSG00000196576",5.6812922041883,6.29830117861158,5.64251804259656,5.93629255645717,5.79538201290094,6.33578724837728,6.17706630550145,6.15007783222156,5.99338470547431,6.38337580073074,6.21810583993065,6.53670535030869,6.13416718883999
"ENSG00000113790",5.77911223793844,6.44440001556515,5.76034525761035,8.01891057585343,8.44171039645008,6.04002296186726,5.8893693561613,NA,5.68178146550803,NA,5.71733986192522,6.15393102562423,5.78054271306387
"ENSG00000242110",5.8501191266401,5.46461215812512,NA,7.61118297512861,6.19184251144461,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000186468",7.19462512356313,7.40856013515468,NA,7.12924020134919,7.72737498994883,7.44098165616538,6.77476773548653,7.92012993911066,7.45144202530343,6.84975685962312,5.56969820154575,NA,7.33608859199813
"ENSG00000114956",NA,NA,NA,6.02939550168955,NA,6.24906280130566,6.44676980295861,6.10191882198013,5.91425746127465,NA,5.01323387401432,NA,NA
"ENSG00000143851",NA,NA,NA,NA,NA,NA,5.89555288289296,NA,NA,NA,6.17438750246477,NA,NA
"ENSG00000110171",NA,7.04638846964386,NA,NA,NA,NA,NA,NA,6.73684150134028,NA,NA,5.04215323270927,NA
"ENSG00000116761",5.78820471010282,5.19013017742422,NA,6.81435981963009,7.35337439868409,NA,NA,6.17294642833638,NA,NA,NA,5.88640144506246,NA
"ENSG00000087365",5.96796220985365,6.49341466093215,NA,NA,6.41695317767311,6.3743926092742,6.65634763636508,6.71403194088687,6.08390727001701,6.84668441606243,6.42811756890065,6.40887804414509,NA
"ENSG00000145703",6.94015687461426,6.85390601959745,NA,6.3284249912709,8.03344822558777,5.86383894104073,6.40618146235242,7.95939828439699,7.28351468286947,6.5440483465641,6.93593334130186,7.57714260473127,NA
"ENSG00000109452",NA,5.4786610414057,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.54371694389659,5.20872459071193
"ENSG00000165898",6.10705307267904,NA,NA,7.16795292547386,NA,5.6061618405463,NA,NA,NA,NA,5.54419835275202,NA,6.46042934177597
"ENSG00000180198",6.418296356836,6.26138091234942,NA,6.29690610269829,NA,6.76735070137202,6.401210818303,6.20069936447133,6.03332151241275,6.44557784872388,5.66178588850712,6.72612064480115,NA
"ENSG00000150593",NA,7.38060503695882,6.88578705955672,5.31332342168744,6.05932624315923,6.37816455681936,7.05047105250595,7.79117983436498,6.75013696408274,6.92798730962534,7.09849061657969,6.75300198509709,5.30491644943116
"ENSG00000117335",6.46659401628154,6.35840996789733,NA,NA,NA,6.25896617085216,NA,NA,NA,NA,NA,NA,NA
"ENSG00000197635",NA,6.08892208197715,NA,7.17826795846205,6.74523604628004,5.59052160338174,NA,6.51112508045614,7.5926620195982,6.89428002189537,6.16366899770747,4.86493559356446,NA
"ENSG00000205076",5.53628060724838,NA,8.29466643361663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000102316",5.99634034943846,NA,NA,NA,NA,NA,5.76861062601102,5.90537549629501,NA,6.47507822829776,NA,NA,NA
"ENSG00000107341",NA,6.09330540315496,NA,5.46890792781572,NA,5.64265148015978,6.30813335408453,5.86464152020715,5.58260947998514,5.88987249638835,5.97805073574743,5.89129081859753,NA
"ENSG00000101138",5.17814206983774,5.41869520774233,NA,5.67367458721473,NA,5.8618681124513,5.85744170375721,NA,NA,6.30027039238203,5.4042510861339,5.52553136682278,NA
"ENSG00000164867",NA,5.03120529624882,NA,NA,NA,NA,NA,NA,NA,NA,6.19334640700293,NA,NA
"ENSG00000131966",6.60622386715384,6.21723618981457,NA,6.11125997964879,NA,6.25947922824539,5.5267222328052,NA,6.32734641065158,6.59225378238154,5.64402003657382,5.51310282752057,6.25598832933131
"ENSG00000085449",6.0221006299541,6.30623684236581,NA,6.31169140397428,NA,6.32937651919731,NA,NA,6.08890539802779,5.92180769105031,7.13719064840322,6.39585692394116,NA
"ENSG00000123561",NA,6.74168463982908,6.7259769568188,NA,NA,NA,6.22053859400727,NA,5.46270468020916,5.89183659882781,5.73638689975139,6.40137513334923,NA
"ENSG00000198382",5.13386233267213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000135002",NA,NA,NA,NA,NA,NA,5.39491355837604,NA,NA,NA,5.36245404168606,6.11072964707339,NA
"ENSG00000151779",5.62204775382087,4.29151933504529,NA,NA,5.08483155723812,NA,6.32613464687675,NA,NA,5.46908511667133,5.65943236248319,5.67072652110406,NA
"ENSG00000030066",4.9368767527721,5.63095578493635,5.62387641047698,NA,NA,5.04673245113991,6.04820314058067,5.7786895860537,NA,6.02865490543606,5.20603962172763,5.7612289478412,NA
"ENSG00000173744",6.2385332026609,5.46892955735342,NA,NA,NA,6.4260638458177,5.96446736450563,NA,NA,5.66470199997451,6.465138340381,6.06721258485154,5.92306119453658
"ENSG00000155229",5.98562546007365,NA,5.81682527084465,NA,NA,5.64394440853144,6.40790948578764,6.27101787266902,5.82519278025867,6.34679690220383,5.85413299779718,6.22264129663452,NA
"ENSG00000133704",NA,5.06619354001876,NA,NA,NA,NA,5.89766995842942,NA,6.53369949013773,5.65967167216124,5.2939254276782,5.68537578793548,NA
"ENSG00000061918",4.78970759785856,5.38462082369639,NA,NA,NA,NA,NA,5.49857043484736,5.27013415746029,NA,5.44579014382697,5.99341038815868,NA
"ENSG00000173163",5.82131401137736,6.05004096607294,NA,6.58837557141686,NA,6.10450665127604,5.74161301008933,NA,5.96056270918655,5.86205850488125,6.1509287421557,6.05065735349614,5.99304780073685
"ENSG00000157483",4.20897851727625,5.89455172035186,5.79520539008412,NA,NA,5.41703296917635,NA,NA,NA,NA,NA,5.84515830069187,NA
"ENSG00000132361",6.99720856834527,5.46505617222789,6.71998371469248,NA,6.7278605085813,NA,6.36256508295663,NA,NA,NA,4.96076930174741,6.47104790084885,NA
"ENSG00000026297",NA,6.61434945789905,6.09316657437247,7.06090067287215,6.18894071374529,5.67665259385815,6.07261948909015,NA,5.50905690103633,NA,7.4602531486916,6.78873476116204,NA
"ENSG00000171566",6.16575501727286,5.35434122869,NA,NA,NA,5.90991878183003,5.95173219914643,NA,NA,5.85359929506364,NA,5.61730633824708,NA
"ENSG00000107021",NA,5.42895414003345,NA,6.15220746790686,NA,NA,5.61478381380204,NA,NA,5.92254503048652,5.9264029785552,5.56126047115197,NA
"ENSG00000118363",6.91999877326798,7.19174578046535,7.14903587357686,6.99433755212439,7.45788613255141,7.61843527283937,7.07974679812685,7.7559232221067,7.10113933986527,6.76729661574605,6.44053587721204,7.19746643480445,6.01375082369547
"ENSG00000181929",6.90980146892056,NA,6.41017808958429,7.13004537686921,6.69379312858268,6.85719537874699,6.64712646439488,6.92244537232055,6.72352307153728,6.31288517547692,6.68088727436962,6.76302721971541,6.69710952310792
"ENSG00000176788",5.6233590096202,7.40747697835482,6.27461454000882,6.40571187400982,7.12392845328701,6.61641209533783,NA,6.4478970751204,7.64836537198465,7.23319173130522,7.19375674786908,6.77938773714057,NA
"ENSG00000116791",7.69196149553937,7.55244684852907,7.31505045966446,8.70917261301232,8.26175191041314,7.35076896463547,7.28030271103375,7.83798531989733,8.05670165398585,7.38954246369226,7.54913460443632,7.47054382009888,7.98708850468355
"ENSG00000185022",NA,NA,NA,NA,NA,5.60783632166011,NA,NA,NA,NA,NA,NA,NA
"ENSG00000140945",NA,6.43934222844685,6.20253357388597,NA,NA,7.1587042734628,4.84680756269768,NA,6.62916792953172,6.00993644515545,NA,4.32699936063797,7.65384184188159
"ENSG00000169908",6.23912422409478,5.74931102028219,NA,6.42152624874661,NA,7.75865747730277,5.93199252654657,NA,6.59377214290507,6.49374006686527,NA,NA,6.19927726852169
"ENSG00000129226",NA,7.13046073980068,NA,NA,7.45311731397682,NA,6.23020461563072,NA,6.43066432630107,5.73586627923231,7.64664812296424,6.57535744459928,NA
"ENSG00000104969",6.61831485056721,7.02728478139984,6.36942293026299,6.12072512986756,6.65443737321279,6.27265300678207,6.92628600170674,6.27345324078267,6.58614625772424,6.95594065628246,6.38034965247563,6.71777309915002,6.48546954828549
"ENSG00000110108",7.50297672182555,7.18060445665051,7.71885247639378,7.24508069629114,7.31084878558445,7.85824709412206,7.28098663894017,7.77117624134535,7.55457238207013,7.50818840315132,7.82329919119696,7.20995898784436,7.61178204930606
"ENSG00000158769",5.06395384732914,6.64217066622574,6.71845564323159,6.5561804372443,NA,7.30206360253113,5.96127845700703,6.48135806370964,5.7507853703541,6.32426372105928,6.66521885823121,6.89121686623671,NA
"ENSG00000111843",6.83236638020835,6.7673416071544,NA,7.291832144011,7.20429927070474,6.83557730866205,6.46895863191167,7.4304598238722,7.03631867864523,NA,6.19890422849769,NA,7.67726240697958
"ENSG00000103502",7.27667312949152,7.19337533184098,7.04049552365642,6.59415750738861,7.19739751985667,7.46505401322422,6.87616072875669,6.85677408878722,6.97184680845827,7.0783574565534,5.79179928056897,6.06197202521234,6.33831453081606
"ENSG00000122359",7.00412178035419,7.68157961542197,7.7475630024231,7.28829539113354,6.71258391517857,8.08453419522774,7.29126362047585,7.51616531503089,7.66869537623801,7.56025116728472,7.90284122188166,7.97649977962043,7.95741878850025
"ENSG00000140505",NA,NA,NA,NA,8.16425447228797,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000128928",7.70273826207754,6.88255182354601,NA,7.76046538432822,7.45036904612158,6.68705949087359,6.49535713413142,7.02521748971266,6.93366973556748,7.11233871945909,7.36059007662731,7.4403674460512,7.27071836943306
"ENSG00000198203",NA,NA,NA,7.37372220607934,NA,NA,NA,NA,NA,NA,NA,7.46977598759613,NA
"ENSG00000127125",6.6028094183076,6.39842362611371,6.82340516061596,7.14519836595345,NA,5.93622358464467,NA,6.50775196561539,6.60364313857401,6.4125090321219,6.88557781678136,6.92446801722761,5.76027416325406
"ENSG00000116586",6.28510986250171,5.97943936219411,NA,6.62720150608757,NA,7.12695484708737,6.48348034406919,NA,5.73254803295068,6.1010809634923,6.25230268076766,NA,6.86438038810648
"ENSG00000106327",NA,NA,NA,NA,6.56237062960647,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000108578",6.43088608821956,6.35720565883884,6.63550135838661,6.54319904721297,NA,6.69853695373127,6.51110480962859,6.461672177214,6.4787882380883,6.20546121300842,7.02932493159549,6.44966553326238,6.77626466774373
"ENSG00000167768",8.8187225015051,8.48540262994846,8.32886379804133,8.03238905381721,8.27201333380306,9.595642830716,8.11429992493019,9.17492484843054,9.33022335529637,8.20411244787232,7.46416293757588,8.2302460768268,9.34574265086118
"ENSG00000147459",5.11541596895066,NA,NA,NA,NA,NA,5.12640298866054,NA,NA,NA,5.5765790844805,5.59569864557369,NA
"ENSG00000145375",5.24123594985328,5.02029142476342,NA,NA,NA,NA,5.63294301805898,NA,5.17514392252633,4.74573507580202,NA,NA,NA
"ENSG00000100003",NA,NA,NA,NA,6.98144923727969,NA,NA,NA,6.6204873954587,NA,NA,NA,NA
"ENSG00000185787",NA,5.87271467305381,NA,NA,NA,NA,6.08786043070479,NA,NA,5.44324291518375,5.6538432961309,NA,NA
"ENSG00000176102",5.92984188821116,NA,NA,NA,NA,5.87649570487161,5.99112735683647,6.01740843055179,5.61085273121951,5.96388753643128,5.81837469830098,6.2581106569617,NA
"ENSG00000103150",7.08588160991195,5.96608720408676,7.58633287007284,7.05417907269801,6.58868654904253,NA,5.75539528594797,5.88999331214934,NA,5.78433524304132,6.23558732384076,6.50378488141701,8.13059996417201
"ENSG00000052749",5.60652164037693,NA,NA,NA,5.26557117891066,NA,5.94238104012402,5.8436042572847,NA,5.0986636709055,NA,5.20907054180874,NA
"ENSG00000130508",NA,5.87371662356452,NA,NA,5.13504376979885,5.96232031674145,5.75234761344588,NA,6.51433168133095,5.90890676924602,5.6482443812022,NA,NA
"ENSG00000166816",NA,6.07879987416275,NA,7.17375853521543,7.0888997282961,NA,NA,NA,NA,5.94171610962764,NA,6.52088242400633,8.02337437641416
"ENSG00000072682",NA,5.58430359147906,NA,NA,NA,5.58514428197978,4.93488116382292,NA,NA,NA,NA,5.22468372389238,NA
"ENSG00000187840",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.80295835105822,NA,NA,NA
"ENSG00000134184",6.96191917905155,5.65286590456072,NA,6.47985332198895,NA,NA,8.1013928812,6.66392641401066,NA,7.84052991463032,NA,NA,6.41086357911796
"ENSG00000178996",5.65355805337368,5.55755005242851,NA,5.73427414121483,NA,5.90905786431343,6.4984345184695,6.40794070758747,6.06491722389922,6.13601599589599,6.9597160192766,5.77985392359935,6.46736382782029
"ENSG00000135972",6.05536257505984,5.22029713693655,NA,5.78221480816743,NA,NA,NA,NA,NA,NA,NA,NA,6.28330819928914
"ENSG00000140443",NA,NA,NA,NA,NA,NA,4.70374943063745,NA,NA,5.64096809167575,4.2522802788652,NA,NA
"ENSG00000124209",6.44046126376775,6.182170446638,6.715510139733,6.27014651685416,NA,6.33618609579032,6.24393524192352,NA,NA,5.78232517553107,6.41075414678801,6.16575928755699,NA
"ENSG00000137845",5.78758089837872,6.24585411821229,NA,6.12982985735208,5.81237788281586,6.51506876573376,4.96318627091457,6.16549432910863,7.05201417822608,5.30620108129683,6.23635489589622,6.74275936801443,NA
"ENSG00000100106",5.89603269616434,6.7122231703032,NA,4.81908809096723,NA,6.44489578525183,5.97562179780083,NA,5.85987103600301,5.6911894988198,6.28109797280977,5.41849688625122,6.41392453411254
"ENSG00000211456",7.19128713810875,6.50806430382592,6.31133760110287,6.48131592158946,6.93933204446352,7.3014731354813,6.8079604616359,6.77427108465858,6.91299150782273,6.49215846061127,5.55853213667815,6.86408027648154,6.49325752655062
"ENSG00000086189",NA,4.69269061935326,NA,NA,NA,NA,NA,NA,5.33210505862157,6.18506086957861,NA,NA,NA
"ENSG00000185418",5.5574256717385,NA,NA,NA,NA,NA,5.62096865600549,NA,5.38385259905153,5.39501878153699,5.16728038752401,NA,NA
"ENSG00000148346",NA,7.43768326386593,7.48892906463253,6.84054438161555,6.56724746147408,8.07677236812153,5.32347690848524,6.74223200021879,7.87728901286881,NA,8.17995357875879,7.96767469189371,5.76277593512079
"ENSG00000147457",5.71751520813087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000182004",7.3380610252456,7.04383376180623,NA,7.45207977257564,7.78736579891252,8.05991559035219,NA,8.20480052826484,6.64847384470771,NA,7.60031602786928,NA,7.56468953386155
"ENSG00000178104",NA,5.15341308011472,NA,NA,NA,5.15777638566465,5.42437892344126,NA,NA,NA,NA,5.5042696417493,NA
"ENSG00000116690",4.67876130553971,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2070601152916,NA,NA
"ENSG00000100348",6.03229680124925,6.06339711556226,NA,NA,6.60477345424597,NA,6.63374299362055,NA,NA,6.18694983249434,NA,NA,7.02812884199254
"ENSG00000086061",7.05859887564532,6.63109645827813,NA,6.68090144181629,7.03010910818779,5.94483074103304,6.96346084457354,6.21978076416539,6.48499238569953,6.87524933872913,6.61492467469093,6.80670014405009,6.19718525921142
"ENSG00000068976",5.79941831720406,7.07129457164662,7.19620639905465,NA,NA,NA,5.81028438689048,5.38683835892693,7.14429151146582,6.26707040507476,NA,6.1742732304709,7.41143304070956
"ENSG00000137100",6.74004376792674,6.89791722701469,7.02082945393785,6.82884795600671,NA,7.13962609667886,6.68122437646555,6.96555433797923,6.86471898603299,6.64927841630032,7.00050190829178,6.4690556732998,6.73594928019623
"ENSG00000126226",5.74239332537688,5.28713544111485,NA,NA,NA,5.51036554826378,5.91398424561971,NA,NA,6.13925009187314,5.94069697919961,6.26724865766778,5.97435969832379
"ENSG00000178921",5.99603552449702,6.04930583184447,NA,5.61505305493098,5.81758400515961,4.9307935143461,6.50431592431273,5.78671161928186,5.39058145221559,6.65182236099044,6.8110054343433,6.50155705841787,NA
"ENSG00000183048",6.22582599146189,NA,5.83229644734877,6.84127744177356,6.75877722825926,NA,5.99302397240598,NA,5.62680012161871,5.10204260723811,NA,4.81930194608087,6.36750049976548
"ENSG00000162909",7.35268542134661,7.54461180401282,7.43758338568882,7.15502638737895,6.64481214643929,7.47872199954671,7.6365289316926,7.74790269495839,7.87471516187171,7.70042002341895,7.37445473170837,7.71648938760871,7.64731536932601
"ENSG00000254685",NA,5.16825016222631,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.32460327051295,NA
"ENSG00000141429",NA,6.03226181724862,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.59715671432275,NA
"ENSG00000136783",7.62271061623029,6.1464729017653,7.44364481942551,7.31919198390377,7.16985050378244,7.42242908921229,6.93299729328039,NA,7.29249387602656,6.92313285054165,7.22823875957365,7.08967695848712,6.87947012893096
"ENSG00000103507",6.48350708714254,5.41748548604204,5.30704038874249,6.27851036601909,6.41805347320922,NA,NA,NA,NA,5.83775505454535,NA,5.62107666964322,6.22619405078485
"ENSG00000100614",6.50334346156731,6.74007768826916,NA,6.90828551972139,5.94220270489297,6.23198970142524,NA,NA,6.7538396488304,6.54460908437602,6.94253853275558,6.72378206000964,NA
"ENSG00000165525",5.20549683875318,5.31651862634229,NA,NA,NA,NA,5.7256433195109,NA,NA,NA,5.12702779423012,5.22633214600829,NA
"ENSG00000065243",5.82387027260886,5.79509325305817,NA,NA,NA,NA,5.10747084787549,NA,NA,5.78079477605936,NA,3.7781541152958,NA
"ENSG00000257103",NA,5.92023184383374,NA,NA,NA,5.65306470374716,5.80924286329703,NA,NA,5.87020951866668,NA,4.70437123277142,NA
"ENSG00000103356",6.08249506962219,NA,NA,5.6896787473484,NA,NA,5.20660347507453,NA,NA,NA,5.15997191289582,5.71203611502937,6.2738666430563
"ENSG00000187555",6.39058343529857,6.75794421585105,NA,NA,6.47406687398574,6.41847625476061,6.89198015533592,6.40510437497737,6.3344231246985,6.99226757748759,6.71910982097954,6.65941377914316,NA
"ENSG00000141503",4.35303097576528,NA,NA,NA,NA,NA,5.03887523311688,NA,NA,4.81290895384388,NA,NA,NA
"ENSG00000125730",7.84371694062623,8.31630078913299,8.47457980220605,8.14586839707945,8.097927879411,8.12238582695344,7.88794301148897,7.73150578070646,8.14125713128771,8.40899435865051,7.81304278514096,7.94748238064973,8.05690113567357
"ENSG00000155008",6.94999955200152,6.79641803003383,6.49828611912322,6.81830871624624,6.22023602765894,6.90000425642629,6.41028141627564,6.15562217516315,6.71882284344098,6.49113689534364,5.35555059920263,5.11646363078826,8.26497587611331
"ENSG00000143196",7.14742896869866,8.1203888913515,7.65206547588064,6.52419307922718,6.81999633494581,8.64082338161379,6.46806506466749,7.83103731353978,8.78013001805913,7.84905592779609,NA,NA,7.51403734668772
"ENSG00000135069",7.16329889808084,6.08321707142561,6.13747873246593,7.78000771738781,7.41556983188269,NA,6.55124046517528,7.10132546285384,5.26913733602962,6.51070300230013,6.34162441975472,7.01649521760547,NA
"ENSG00000136872",7.62106197871295,NA,NA,9.32357576312772,9.11714149930767,6.6956923173248,NA,6.56260164688844,5.82384568049423,NA,NA,6.44369628618695,NA
"ENSG00000157601",5.15712419550487,5.40343878638932,6.38287682428653,5.5597593343053,NA,6.10581709514131,6.3442588074285,NA,NA,5.79497334132268,7.22674450330805,6.75778592408511,NA
"ENSG00000015479",7.15363197507259,7.07498067585946,6.31886118066861,6.04907952777953,7.23390744994171,7.51294546053628,7.43961754503452,7.36880678108629,7.0055037027647,7.50480273074437,6.72161828354182,7.04831354141408,6.73146150239143
"ENSG00000071127",7.67144556784256,8.08235514397039,7.86201110194218,7.47497847251933,7.76353063171793,7.93669948315201,7.65781498744267,7.49135995478935,8.5120079361017,7.87663222630553,7.41354475385304,7.97918821474684,7.83865817276407
"ENSG00000136950",6.38215972123853,6.63083767260388,6.73677789219141,6.92455883588483,6.47178318090418,6.7351077369377,6.6407548960288,6.34723684461906,6.32519894094049,6.18892008657249,7.38549027337272,6.94204775489466,6.58013176029179
"ENSG00000041982",6.8840057762287,7.97434364191333,6.65767285051871,6.59691029605877,7.37044760250648,6.67510132117862,NA,NA,8.38588460975849,6.52660562975693,7.15745389872631,6.59552517429045,NA
"ENSG00000169372",NA,6.81702003235337,NA,6.24766023119957,NA,NA,6.06145325734675,NA,6.11883508645793,6.04706661002314,5.6194209673785,5.79570749547958,6.428486557554
"ENSG00000176340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.55449907892722
"ENSG00000100823",7.68984945626115,7.38072231235012,6.77397871104887,7.34527527426393,6.90923477563582,7.78521176636767,7.65937399577082,7.54736833970082,7.63741928391446,7.78291931796762,7.49529912500106,7.41647425237872,6.54156026795168
"ENSG00000006625",6.99823952661489,6.96685201698083,7.88891932589406,7.32012535983438,6.47427222143755,6.87903245216046,7.02834766256409,6.75415048338052,7.20305383848639,7.16303744250845,6.57666401129219,6.73138195261009,6.25650948531435
"ENSG00000099624",7.57671230578682,7.81911325304419,NA,8.18310713303982,7.81651886552093,7.6524125284536,7.38398502164719,7.98228477677028,7.27462033549787,7.50151458852521,7.17454829272277,6.37239912738889,8.37985737455669
"ENSG00000116688",6.25782251603448,6.14299181406493,NA,5.30326135003563,6.05913185514741,5.36614393419834,5.85900232836885,6.0934727205887,6.57692813873292,6.1847984559411,NA,6.09868555733194,6.93044437854405
"ENSG00000107897",NA,4.90500515546637,NA,NA,6.24844147177433,NA,6.10770372520756,NA,NA,NA,NA,NA,5.7569560229359
"ENSG00000102081",5.70535046288571,NA,NA,NA,NA,NA,5.95903777917201,NA,NA,6.65866097930986,NA,NA,NA
"ENSG00000144908",7.06838875733802,5.9994893593944,NA,7.35182195599911,8.41700401504872,6.00489498367281,6.30024770886109,7.18776367892176,6.55627834905759,7.05643568105425,NA,5.18979469392784,6.20978686881652
"ENSG00000188690",NA,5.71399222593705,NA,NA,NA,NA,NA,NA,NA,NA,5.99636210260502,NA,NA
"ENSG00000090372",5.66359042309521,5.7350812758317,NA,NA,NA,5.68667257008712,5.55674130960555,NA,NA,5.38241028722532,5.46776512952955,5.17018304629471,NA
"ENSG00000076513",5.10092168032085,5.74305799606511,NA,NA,NA,NA,5.9630176510599,NA,5.80709459327037,5.22742844349074,NA,5.54642475445467,NA
"ENSG00000023839",NA,NA,NA,NA,6.6458429275055,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000100201",7.06048467173499,6.75670291979478,7.16550487691416,6.72411813337523,6.44746241326756,7.41546618412184,7.48304254726232,7.66252279925356,6.88674687157209,7.47482726624773,7.46798331314725,7.55286954037851,6.52316624519087
"ENSG00000136152",6.33093645302853,5.78628529923579,NA,NA,NA,5.86594458790723,5.6676180112515,6.06500334321493,5.72278337292057,5.90349424260911,NA,6.33364226427459,NA
"ENSG00000112739",NA,5.41647900965855,NA,NA,NA,NA,4.68175513693129,NA,NA,5.45972143731552,6.28466813720307,5.52664573979407,NA
"ENSG00000206418",5.78891733484572,6.28609823356405,NA,5.53138249101763,NA,6.55301860158061,5.7710957045636,NA,5.92273063240689,5.50871889062861,5.95362293361687,NA,6.8311458646876
"ENSG00000027001",6.3657842751932,5.71395125042521,NA,6.2096109436666,NA,NA,4.87743405255543,5.67920475993203,5.51283962501832,NA,NA,5.86968768662247,7.16941858853972
"ENSG00000196177",7.55020244330852,6.47422432939429,6.74042379810728,8.23329609041209,8.2165731556058,6.58649815749537,5.86069350984155,6.23615793465017,6.58942744842997,6.55514373787559,6.68537305515453,7.09983077384868,7.74474679080048
"ENSG00000111832",6.07649708903109,NA,NA,NA,NA,NA,NA,6.56304240873081,NA,NA,6.14999413565181,6.66579108400085,NA
"ENSG00000198171",6.93738753507611,6.78266694872308,NA,6.64473486237468,6.57579988578297,6.93833412327687,5.85699275104426,7.2307272515289,6.05019054252419,6.96347062427372,6.42073271191642,6.4389423067076,6.13492419527517
"ENSG00000134755",5.41423776548672,6.48513966924419,7.03626597619576,NA,NA,NA,NA,NA,NA,NA,NA,6.28281506543369,6.90983067097411
"ENSG00000131016",6.32615831846369,7.25574568241719,5.88526056732494,5.43726897736137,5.96588102294385,6.54612148534232,7.57180079371039,6.1528783983989,6.87696434666372,6.15954158431,5.05740746140547,5.61511213554765,5.25126956719174
"ENSG00000065548",5.81391536543769,6.3754904975169,NA,NA,5.63866948952146,NA,5.63141928928642,NA,NA,NA,5.86316616514512,6.11931614995555,NA
"ENSG00000103642",7.23134792937335,6.53666798646092,NA,5.79807995661435,7.19828009182384,6.47114182428004,5.84843435307926,NA,5.58675970145413,NA,5.67170605156232,5.52106673881923,6.8981892973561
"ENSG00000105676",4.77952940012775,6.15615616981202,NA,NA,NA,NA,NA,NA,NA,6.33162354730904,NA,NA,NA
"ENSG00000108515",NA,5.83704056340805,7.8847032816913,NA,7.24901455208992,NA,5.41376077393155,NA,5.23202212561326,NA,5.32725569521913,NA,8.71187576706987
"ENSG00000070010",6.57419462069444,6.56384672664631,NA,6.42544918882987,NA,6.29217172092959,6.53008232904921,6.61174738087605,6.42355914899388,6.51760758719483,6.71435834423256,6.35215139887083,6.58306436642271
"ENSG00000197614",7.9074366491201,8.15217030367699,8.28412756262962,8.11546424767777,NA,7.57719927650711,7.16012731775657,8.89414191931591,8.13865001396305,6.82692780728901,NA,5.85696138932173,7.99843650375858
"ENSG00000187522",5.28905463614761,5.81645084334333,NA,NA,NA,NA,6.14127325786543,NA,NA,5.1092305737269,5.5373848915602,5.92868636324056,NA
