,adrenal.gland,esophagus,testis,kidney,ovary,pancreas,prostate,liver,stomach,spleen,colon,lung
ENSG00000115365,7.15914592785405,7.23902369800752,7.29591355550669,6.6325478948488,7.49311132593682,7.08852757755954,7.59558572284077,6.47102040634628,7.30166807449722,7.44069559501532,7.53779209771616,6.73793655812644
ENSG00000132434,6.45434170135505,6.40630246440022,6.0270392912137,5.73643887737545,6.56467915308289,6.25197249292034,6.63801230999691,5.73334278115196,6.2902187314247,6.00006167056335,6.16570555345383,NA
ENSG00000002549,7.49283020567869,7.74624732258873,7.47729866642073,7.97723537378218,7.61810032642617,7.63020579215672,7.22466245412973,7.74778516930835,7.54762962553676,8.3143027136014,7.48932662821069,8.05697931751429
ENSG00000155506,5.06851980600091,NA,5.04007323908355,NA,NA,NA,5.11985636815312,NA,4.68907262567768,NA,NA,NA
ENSG00000174720,5.09286094333882,NA,5.92013495730993,NA,4.89325746053155,NA,NA,NA,NA,NA,NA,5.37618605479071
ENSG00000133706,6.59435939685948,6.3884961392636,6.99583345044516,6.72855308247673,6.05672903686098,6.04630611665064,5.89459235844668,6.71983774554081,6.64800891052724,6.41792686702077,6.52338044177375,6.79556631612405
ENSG00000011376,6.47673021369108,6.11616311818996,6.15548164256454,6.6373500295231,5.96470524759411,5.25308296366668,6.12350071366482,5.81511392613784,6.35516363711884,6.36626154140701,6.22017181077321,5.96804756940941
ENSG00000002834,7.56211435058869,7.4109418825758,7.614226243177,7.56391201039594,7.72582458774698,7.67426983764831,7.67181836838744,7.51758932046249,7.58364801916712,7.89221376551434,7.56626919456942,7.49872861774207
ENSG00000129988,6.87263984828302,5.37460911611226,6.0703753666657,6.72862855663557,6.15914790175634,7.21940100114874,7.14923062542061,5.60609873702888,7.08973549268519,6.09944721274157,6.96881425123388,6.25648712955292
ENSG00000143815,NA,5.27515280093173,NA,NA,5.71451326504477,6.06855014375279,5.42397382846173,6.22703636690397,NA,6.67523101610276,6.57310598227366,NA
ENSG00000172954,5.11454426720586,5.26012509211169,NA,NA,NA,NA,6.29062686724911,NA,NA,NA,6.13891256979645,NA
ENSG00000205629,6.83028064019639,6.37747499501233,7.83389732073252,6.07421228506584,6.26840651802201,6.18387544338026,6.82351703114618,6.42872737933988,6.53693532933927,6.3986258841299,6.15573778368155,NA
ENSG00000148346,7.03096384237828,8.07048046217016,5.72556319084201,6.87505527967266,NA,8.29205031811093,6.82001320179434,7.47509125357868,7.96767469189371,8.17995357875879,7.51652771185652,6.82203664638421
ENSG00000136167,7.36391268579435,7.59748906684252,7.14653712115784,5.88556981507411,7.44215982411878,8.28883077248755,7.22558029599567,8.02362427644139,7.9952695439401,8.68624818310409,7.77269290891216,7.31677667201796
ENSG00000043462,4.51788177894836,4.96929790525391,NA,NA,4.91718165075492,5.83552844035943,4.94881485648875,6.10927900144288,NA,6.90335682383988,NA,NA
ENSG00000122367,NA,7.51358478193754,NA,NA,NA,5.66448149668976,7.79821913807545,NA,5.912829900114,NA,6.71210763620577,NA
ENSG00000134333,8.64942248777088,8.53851829503298,8.82162956745148,8.45066126270141,8.30054681452033,8.79765659708897,8.58501795966089,8.70680122035826,8.18084759885511,8.52462690535491,8.46919039240965,8.81652344546322
ENSG00000111716,8.59889988706388,8.40020525994292,8.58032343600689,9.18197073589423,8.56874356131256,8.7280673412346,8.62887745137411,8.4319629967595,8.10356035703876,8.38099973165415,8.40555463138504,7.50348621185428
ENSG00000166816,5.91593775269739,NA,NA,7.46106583792072,NA,NA,NA,5.66919999634835,6.52088242400633,NA,6.13933372575074,7.14345132872884
ENSG00000130164,5.96317371637525,5.44700760174855,4.22734247419529,NA,NA,NA,NA,NA,5.08906187262339,NA,NA,NA
ENSG00000161904,NA,5.53671180504912,5.6978848235897,NA,6.53338756850894,6.58483218763721,5.9751182929727,5.41736258186962,5.22268439423125,6.57957331860499,6.112361607783,5.07394365013103
ENSG00000174106,NA,NA,4.67922759344171,NA,5.12913738018288,NA,4.29645666553459,NA,NA,NA,5.02026599123693,NA
ENSG00000166477,5.42208073094488,5.02450156223334,5.44948685963461,NA,5.29693760660817,NA,NA,NA,5.05075340447118,4.99271220686972,NA,NA
ENSG00000117385,6.09732673571577,6.13881331394146,6.54334544874006,NA,6.21699426798714,4.96128065317261,NA,6.31452327807077,5.87037688130483,5.70853694905638,5.67377614415503,6.08067050866948
ENSG00000168924,6.76868249023785,6.69928649139381,5.99911864523541,7.17043092452202,5.72507463383815,4.87449012412124,5.54200958533117,6.18520831922879,6.98540966080175,5.02530104606921,6.55171175285386,6.63991697784409
ENSG00000050426,6.03630944372444,NA,NA,6.01003131527451,NA,NA,NA,NA,NA,NA,NA,6.16910159317104
ENSG00000100097,8.54972648364488,8.29134658963832,8.71520985634298,8.0843674091491,8.88026185287157,8.43136087039613,8.84669943751907,8.58878637343445,6.54098179047476,7.90582123812206,8.82484485607545,8.19578528277417
ENSG00000131981,7.98961887482279,8.19394686831769,8.14104945291716,7.72533867714478,8.4271722296175,8.39176402516574,8.07463722505956,8.35638061680267,8.18008767830793,7.96505256901131,8.53953047684537,6.68841015851653
ENSG00000108679,6.87892947325146,6.62758125894594,8.16132267420563,5.84431081236884,6.26189555622967,6.47018428045964,6.63706728849694,7.3325698813982,6.89009679842606,4.6860501953038,6.9363503278222,6.3918033952874
ENSG00000171747,NA,NA,NA,6.78036167156177,NA,7.64521200889345,NA,5.90954351211633,8.06850522050499,NA,8.65602724813701,8.62216848412378
ENSG00000205076,NA,7.78753282229404,4.7082744966796,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000116977,NA,NA,6.55699978401509,NA,5.37812858936603,NA,NA,5.62276101732326,NA,6.42799800265806,NA,6.38484642321264
ENSG00000168961,6.02942436405802,NA,NA,NA,6.59167118486438,6.54690626915635,NA,6.69775344705806,6.5905842165311,7.23472509643173,6.94804330477462,NA
ENSG00000119862,7.08696457387705,5.5818926215742,5.636441586684,6.29864150895083,5.99194950735964,5.84563871115509,6.42431552911127,6.08540637915084,5.89846864557988,6.50739344821706,5.74266973012806,NA
ENSG00000100600,6.43375383751676,6.01400464000613,6.1419614861234,7.44037831764033,6.01377268138954,7.0867428942332,5.76441462906878,6.8113764442162,7.09543390878395,7.05709154703817,6.4313634611989,6.81797116501492
ENSG00000145685,NA,NA,NA,NA,NA,NA,6.13372422921741,NA,NA,NA,NA,NA
ENSG00000107902,7.11770206120932,6.97992541510218,6.89364165033666,7.45162121045037,7.23454153303915,6.98129524983388,7.66512467934574,6.70464461951597,6.82574520090968,6.88887484552219,7.09497298331768,7.71917712197203
ENSG00000105486,NA,5.19903617301818,NA,NA,5.11433059375324,NA,NA,NA,4.72616796424572,NA,4.74562018771327,NA
ENSG00000005156,NA,NA,5.64926713399136,NA,5.94148011807104,NA,NA,5.35344293227356,4.70034400836273,5.44120339759765,NA,NA
ENSG00000174405,4.44480960517298,NA,NA,NA,NA,NA,NA,NA,NA,4.43849795735169,NA,NA
ENSG00000064042,NA,NA,NA,NA,4.83193164623363,NA,5.94025635709731,NA,NA,4.98952396011917,NA,NA
ENSG00000203896,NA,NA,NA,4.90442862877682,NA,NA,NA,NA,NA,NA,NA,5.82220262540714
ENSG00000169756,7.09346805412984,6.81423994459292,6.68549588983897,6.69670337109675,NA,6.68923073851429,7.42541370211973,6.59092419792259,6.74232323457518,7.15844529537112,7.14007727155244,6.31156467476288
ENSG00000072163,5.32821645750072,5.99484535016838,NA,NA,NA,6.28859177817337,7.68544287834281,NA,5.38849149802773,NA,7.27319309365931,NA
ENSG00000111052,NA,4.59064918393288,NA,5.82925931000135,5.36200169801269,NA,NA,NA,NA,NA,NA,NA
ENSG00000148943,6.71877563147387,6.89440620916647,7.13202687288696,7.27075010983535,7.12604368184964,NA,NA,6.86174823047054,6.97960324794822,NA,NA,NA
ENSG00000107798,6.89326783878027,NA,NA,NA,6.01834357619221,6.88354464799917,NA,6.65841901712683,6.57933771963526,7.97610871383079,6.18395692493135,NA
ENSG00000079435,5.26218995991301,NA,NA,NA,NA,5.4281222686477,NA,NA,NA,NA,6.19278619490814,NA
ENSG00000131899,5.7287756950137,5.30929152960503,5.45013217914519,NA,5.95542502071062,5.04083211922358,5.47242019738463,NA,4.81896907181743,NA,5.07059922787333,NA
ENSG00000074695,6.40706782561414,6.80143033082994,6.77964594178234,7.28123543400343,7.04876545989576,6.58667133533322,6.90799376874501,7.23956818347084,7.09624189875079,6.36791259163973,6.75144327968824,7.73529669231309
ENSG00000169223,6.57247660946575,6.77115746385352,7.19204607078207,7.03139084767264,7.09175565256155,6.86729732382582,6.89833133543283,7.4038861993576,7.31383765386062,6.52009212513356,6.9039459742281,7.40487683760765
ENSG00000114988,NA,NA,6.07212745275652,6.37713548048574,6.29806663674931,NA,6.39433158399862,6.22028704848974,5.97272311620472,NA,5.6447655000026,6.17945713810488
ENSG00000168216,NA,NA,NA,NA,5.4926136642508,NA,5.69160535433537,NA,NA,NA,NA,NA
ENSG00000071282,6.16660770308391,6.5818776544182,6.91708752502872,6.30245493540879,7.17806870750939,6.8023692318087,7.01322703139069,6.55178178627836,7.05786585791803,7.65673951862521,6.16517466997831,NA
ENSG00000103227,5.25253750699,NA,NA,NA,NA,NA,5.6184105926232,NA,NA,NA,NA,5.58429921352113
ENSG00000100258,5.52926348341559,NA,5.68957047533934,NA,5.25267931572995,5.26526571167834,NA,5.52789635102461,5.5173654976216,4.83018034677811,6.03470701641086,6.10380888222043
ENSG00000160789,8.44685615382634,8.30513341312949,8.30411342468388,8.42867748447283,8.78411275044672,8.61835328808748,8.04523602542177,8.20094108543706,7.90125088031668,7.88561951021907,8.21317654860321,8.04676029615423
ENSG00000113368,5.1757147073087,6.01985845771901,5.3515686684257,6.05471027574274,6.88693648176489,7.40264958839901,6.01966575141529,7.57069349725342,7.14900590535475,7.4466358418823,7.32452722762195,6.98732500482568
ENSG00000176619,6.5668144635045,5.98720819346084,5.84629799026543,6.96705718863717,7.74042624581566,7.19090711768101,6.51949085607934,6.98136674679266,6.82796992400046,7.05483839292127,6.94995413832973,6.32976509129727
ENSG00000136153,NA,5.59103038839102,NA,4.65421858827364,NA,NA,NA,4.86108552258726,4.92995660246696,NA,NA,NA
ENSG00000163431,6.10947730095874,7.23268206581115,NA,NA,6.02414617427675,6.12993490336231,7.20574681115469,NA,6.03504212719512,5.91997934840001,6.95011686944923,NA
ENSG00000113441,5.35380086513886,6.36250145456641,5.68165856845717,6.05316574894104,6.05403253744047,5.69105625503279,6.34615870847195,6.53168874858109,6.12337055600664,5.71415729986807,6.30898044063553,NA
ENSG00000165714,5.91339524504571,5.75855723308886,5.29784230462989,NA,NA,4.98816499012412,NA,5.64429187715159,5.06779782520792,NA,NA,NA
ENSG00000196365,8.29292029960001,6.84765883024306,7.79245449571958,7.3722154858929,6.57784100099271,6.27414191177936,6.84661097028813,6.75106264789275,7.05918657200805,6.67973343597764,6.86646867788462,7.40601408922328
ENSG00000102910,4.78606253350706,NA,5.18447591067911,NA,NA,NA,NA,NA,4.97452017301449,NA,NA,6.01823035281261
ENSG00000198670,NA,4.73219341627817,NA,4.77691224095648,4.37993135752112,5.87552790232383,4.46302098328173,4.99099741328978,NA,5.03434917504661,4.67533240333239,5.77743852929474
ENSG00000198121,NA,5.08242800980563,NA,NA,NA,NA,5.23715185555142,NA,NA,NA,4.86263341696485,NA
ENSG00000153395,5.50409009325994,4.65273254604101,4.99651732995101,NA,NA,5.14946054463255,NA,7.59395800618489,5.72369369275185,5.7059436693157,4.9482884545458,NA
ENSG00000087253,5.46088281500583,5.60405225878687,5.60979182426337,NA,5.90164122059998,5.47218609326564,5.20234354861325,NA,5.53571085827371,5.68791101324391,6.01005106378432,NA
ENSG00000111684,5.37899714081085,4.74360472610885,5.42632064393888,5.99515556399742,NA,5.88310397897463,NA,6.36199776098599,6.33974098196223,NA,5.80504742100091,6.95672968655495
ENSG00000123684,5.55144999797287,NA,5.47569409033079,NA,NA,5.11678538144652,NA,NA,NA,NA,NA,NA
ENSG00000117114,4.95317476371989,5.12886095266015,NA,NA,5.2514257269162,NA,5.55684701187322,5.06551824791444,NA,4.63766542149459,4.59895583880316,NA
ENSG00000134324,4.63291260707728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000101577,NA,NA,4.24671112157578,NA,NA,NA,NA,NA,4.54978594712816,NA,NA,NA
ENSG00000145012,7.17400162640242,8.06692375073406,7.05998022899456,6.0480031293261,6.95960218379754,6.96017446136862,8.56965678224033,6.48455056703825,7.62517292847513,6.96355256405367,8.21868407129809,6.17132626702798
ENSG00000198589,5.88935773688893,5.89259497251257,5.66510902679806,6.33175994336467,5.42311314182385,5.5643553516956,4.4234162326086,6.61866879215492,6.40943907572021,6.16331170070508,6.0993631804473,5.73928188322013
ENSG00000171236,6.82624978164044,7.83374590124228,6.96133569803311,7.28352484629866,7.04604852649131,8.11537168144146,7.87602765658102,7.05178738278511,7.82696350937727,7.45683968781144,7.6597171904095,NA
ENSG00000123384,6.01224651998507,6.04596317116162,6.1714889520826,6.07583414766786,6.43598778546941,6.2740245006537,6.52016680093471,6.34385977899226,6.28962810560393,6.53954077881409,6.14515033998475,6.79257857253639
ENSG00000081479,NA,NA,NA,7.63725690037381,NA,NA,NA,3.58128768463204,NA,NA,NA,4.56631775808085
ENSG00000157193,NA,NA,5.65197422906923,NA,NA,NA,6.33033518771686,NA,NA,NA,NA,NA
ENSG00000163956,6.09954252869533,6.31141713795857,7.52864621363253,6.97541910646101,7.00209765628007,6.16989328213734,6.26148357977758,6.64138164887001,6.46824847971891,6.45943358074596,5.73685993620634,NA
ENSG00000138095,7.40112471067897,6.97302347105525,7.20459502856829,7.70627441766288,6.60788664078963,6.32881094151197,6.7672916793657,6.94838066240063,7.16366617937694,6.81949274607852,7.10886012067508,7.43346778986539
ENSG00000165501,6.25652532484811,NA,NA,6.82153766396366,NA,6.39707567401803,NA,5.46977806666025,NA,6.02741165431826,NA,NA
ENSG00000137269,NA,NA,4.80142972135041,NA,NA,NA,NA,NA,5.97157215842356,NA,5.61193385921478,NA
ENSG00000079691,5.3223847087454,4.99567158201203,6.41509310400334,4.24709708289866,NA,NA,NA,4.89034074115046,6.40943907572021,NA,5.02880392178294,NA
ENSG00000172731,5.89009671396229,5.4980557521183,5.80749102417971,NA,6.09858132768208,6.15661375350215,6.65523044797168,5.87355326932684,5.68946265218068,NA,6.62566517251879,5.67064963443701
ENSG00000114248,NA,6.28481085247872,NA,NA,NA,NA,NA,NA,NA,5.01863849731617,NA,NA
ENSG00000066557,5.62097883031362,5.36277421367789,NA,NA,NA,NA,NA,NA,5.78251592220351,NA,5.76009709581074,6.23936525872206
ENSG00000132128,4.31156315331991,NA,4.63372870979552,NA,NA,NA,4.83700312466982,NA,NA,NA,NA,NA
ENSG00000130764,7.04914046315896,6.74169246494429,6.87829763993278,6.57924974674047,7.0613579517281,6.88639060480409,6.94424588316356,6.66789617711028,7.05282930953952,6.80941833460169,6.88476124026772,7.04190953052732
ENSG00000180979,6.54740545966749,6.55206514812544,5.76636897473011,6.20607671456191,6.37656749543712,6.05984342375362,6.29938615038189,5.94958657994964,6.20460084268501,6.00074185000059,6.58718920360045,NA
ENSG00000163428,5.84756032105544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000108829,7.5704845630444,6.88731555949756,7.26996151259383,6.77701834170661,6.96861751653768,7.42820894552294,6.82727042315385,7.48773304871006,7.70517363449174,7.02699787928363,6.98785991051349,7.60467459920188
ENSG00000124831,5.43876379041769,6.72761636287906,5.46438813081681,NA,5.13985706844689,5.54650383612417,6.0747523489695,6.09327629449486,6.48676146822017,6.04823986253004,5.49250485568148,4.94743944626744
ENSG00000093167,NA,5.24043871443051,6.64119096128692,NA,5.36794324166915,NA,5.44844971466443,5.78953641571515,5.32033931945843,4.97057297041857,NA,NA
ENSG00000148356,4.81284653696707,5.63292372887782,5.78662152739448,NA,NA,NA,5.25906703398597,NA,4.92715715573839,NA,5.48108961570936,NA
ENSG00000175324,6.59214343429021,NA,6.57558429854317,5.91570927035501,6.30427341877653,6.56760543636901,6.66126449848475,6.43422632943072,6.19234392179201,5.61933438266675,6.07012344315871,5.95145523935119
ENSG00000161654,6.15530566615963,6.34400618589373,5.55970875584834,NA,5.65014043820352,6.32500256433702,NA,6.33328915474227,5.75929169227788,5.66731738306125,6.11309686047665,5.43602418286733
ENSG00000257103,5.16761267272753,NA,NA,NA,5.75961813732969,NA,NA,NA,4.70437123277142,NA,NA,NA
ENSG00000170860,7.63833947441068,7.2428631165971,7.16337928774675,7.11439589551879,7.20176143887909,7.58925107253892,7.28995796219774,7.30211885363911,NA,7.46654947844286,6.9054813375523,NA
ENSG00000130520,6.40456005909236,6.0373176519873,6.53977703728437,6.36430552140932,7.07545445273552,6.81675730075494,6.37565675340013,NA,5.9824599642053,6.53978351444141,6.42115251851432,6.52378877603495
ENSG00000106355,NA,NA,5.98458273021695,6.04820978369554,7.07631184062355,NA,7.08388526386033,6.54315039002849,5.88328679736207,NA,NA,6.731530263777
ENSG00000164167,NA,6.79772207053438,6.44630093520471,7.10565582082861,7.62265539405975,7.59471957595956,7.28310801301593,7.3075753146651,NA,6.56010086590799,7.44403151805358,7.15301741444136
ENSG00000130332,NA,6.1345160185277,6.33896259998206,NA,6.66677950453341,NA,6.10352798214089,NA,NA,NA,6.18790695600024,NA
ENSG00000130592,NA,5.94626672583417,NA,NA,6.23638022466161,6.24500496469764,NA,6.54739812224299,6.1019699491022,6.41956073177377,5.98422231321573,NA
ENSG00000105699,NA,4.85375191590279,5.46919491698609,NA,NA,NA,NA,4.58215897790078,5.10341859288477,NA,NA,4.6095082750294
ENSG00000160285,7.48647298520638,6.91246456762775,7.4006745158029,6.22373940225649,5.67253734092913,6.37757558033189,6.35605507786159,6.21921535609008,6.83209955501273,6.1955474445059,6.09073976657113,7.83469543332824
ENSG00000111144,8.35209758110746,8.17819729062313,7.91743795193683,8.04633596995863,7.98827009393363,8.11035564354454,8.004458028295,8.10649697390934,7.70384353848005,7.81472717141648,7.64661610632882,7.69127986332871
ENSG00000049323,5.37555388359893,NA,5.62147604234047,NA,NA,NA,6.16377636462873,NA,NA,5.20228554013264,NA,NA
ENSG00000119681,NA,5.59966389244523,6.34647849425975,NA,6.27642773767973,NA,6.21279430961896,5.35650679550773,5.17708249828344,NA,4.48531238211985,NA
ENSG00000168056,3.79797347455142,NA,5.47019793112699,NA,4.59909663241329,NA,NA,NA,NA,NA,NA,NA
ENSG00000090006,4.54513385904049,5.09976614121621,5.9265679780868,NA,5.57564132974207,NA,5.99486732376544,NA,5.7071767075176,NA,5.61599118478086,NA
ENSG00000012223,6.84171602124969,7.11553721054137,5.85509737405808,NA,4.75625943243314,7.92666667278875,7.07770372941037,7.46485151329358,7.55846489337604,8.17902641948954,7.43113316805242,7.49223647160474
ENSG00000198862,4.7770496417353,5.04636399673867,5.36435209902266,3.94059591971425,4.22579776911792,NA,4.44237918259702,4.46839567513125,5.49774218888198,NA,NA,NA
ENSG00000007392,4.20798424676616,NA,5.15750172049528,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000108848,5.78073484072326,5.5314485777275,5.77981479755442,6.62394906814947,6.68528626219809,5.81103401950774,NA,5.52355559169932,5.32798116180254,NA,5.49856233661897,NA
ENSG00000139329,7.82804087590755,8.63930421365461,7.78488557846652,8.02408141665173,8.1216353172548,8.91109849403782,9.01417849432815,7.68575550227761,8.32085527209543,7.30213150985234,8.77854599946049,7.55451148259016
ENSG00000079257,7.42755102120739,6.84523337077055,7.2832597748074,6.85085277491361,7.71783111626714,7.74527612098666,7.0949928346091,7.51690968688302,7.08873933678836,7.41517976129211,6.74949246637833,5.82283483913808
ENSG00000054219,NA,5.29515761835592,5.07426222192216,NA,NA,4.95958843763149,NA,5.26023972427306,4.91734073880317,5.46267501288835,5.4949645126205,NA
ENSG00000145220,NA,NA,NA,NA,NA,NA,5.12365034139478,NA,NA,NA,NA,5.06460160331401
ENSG00000254087,NA,6.4065311336626,NA,NA,NA,NA,NA,6.71084828969353,6.48078479014797,7.14482585625574,6.13203384997516,NA
ENSG00000120992,7.48824039531403,7.2798586842453,7.17267070650403,7.34041124881366,6.96847586797742,7.59226132668485,6.85772180073995,7.30808336051977,7.22688734603126,7.60338115375663,7.12858016720712,7.38148309677103
ENSG00000011009,6.9171114724937,7.01881988059743,7.22040509728439,7.27692523532969,6.90701942206556,7.27148312841811,6.72413666451485,7.09246139597633,6.81370203571884,7.14971052401638,6.90988941569384,6.64846454292168
ENSG00000143353,7.64878921359445,6.69310921269393,6.87300505275919,7.54783291860128,7.03195815867386,7.24646934699886,6.68575052497804,6.80574508748836,6.74255112011322,6.65410981077448,6.85129965848736,7.05990512728
ENSG00000102897,6.18673037579231,NA,NA,6.17589284568136,NA,NA,5.76330132734702,NA,NA,NA,NA,NA
ENSG00000083099,NA,5.49137852929225,5.34309355020231,NA,5.56285345785598,NA,5.48333913678422,NA,NA,NA,NA,NA
ENSG00000214113,7.51925029983953,6.30444217703372,6.15595526966754,6.90019340913844,6.32461498532035,6.28519583529596,6.72265615376801,6.26036567975014,NA,NA,6.44770555438179,6.77405654297566
ENSG00000205707,7.44866613421486,NA,NA,NA,5.55875148308713,NA,5.59485966248022,NA,NA,NA,NA,6.31972239903667
ENSG00000186687,5.84084602372604,6.16004017310235,5.68213929118441,6.39266931572373,5.54785290037156,NA,5.92429142849081,NA,NA,NA,6.45775108256978,5.6874776499988
ENSG00000232859,NA,NA,NA,NA,6.05664231383039,NA,5.73035578484978,NA,NA,NA,NA,NA
ENSG00000140280,6.50305489076802,6.64594115059095,NA,NA,NA,6.23084138545124,6.02963620256517,6.64132926901384,NA,NA,6.61516264179779,NA
ENSG00000133800,5.57553421831986,6.59095710582298,NA,NA,NA,5.79871032902949,5.58060026640531,NA,NA,6.26688478630727,6.10485028536189,NA
ENSG00000090382,7.04367658560272,7.31861127323731,6.27141538523427,8.65350142336113,7.12382032640373,8.00495310462574,7.27793475445312,7.76189169167754,7.46550999191702,8.25607209905571,7.43806496439727,7.72717617258411
ENSG00000162441,6.275794914631,6.81320436335486,6.61292095071096,6.52373380133588,7.34670805852974,6.61767029414977,7.09136207508586,6.20500145311404,6.46005551672501,6.38249621092384,6.70409348632463,6.55940176462693
ENSG00000163818,6.65275868027325,6.21139910823709,6.79913107401389,6.44768628000988,6.85985425689609,6.66068219778392,6.66660027591617,6.35351915772034,6.33843894633601,6.34116825677988,6.49744327481111,NA
ENSG00000003056,5.88803901373534,5.99503037777631,5.96805353491927,6.86878458175204,6.82285472092781,NA,5.77736954389051,6.75684227913282,6.43611746764456,6.60734561689585,6.22080162533925,NA
ENSG00000127603,7.72167077460045,7.48516507658429,7.86093043060323,7.33652697514815,6.72561646592756,6.44631431326377,6.49614027449531,6.93653922064377,6.31844873022648,6.11806310157358,5.68777709917128,5.92678385465263
ENSG00000133315,6.77305469336426,6.44436563806275,5.59121595615415,7.66194223179187,6.83572252642626,6.45243748145193,6.48386978474391,5.32294575583451,6.22973756003134,5.71521560375124,6.68536784011668,6.68344203437313
ENSG00000172264,NA,NA,5.40187314389356,NA,NA,NA,5.85801492258501,NA,NA,NA,5.07477950830657,NA
ENSG00000002822,5.89342884177954,5.27719828064636,5.91135876562565,NA,5.79725198698598,NA,NA,5.13436357186658,5.49238149772818,5.5123206469237,5.14078958019483,5.5194579174855
ENSG00000164109,5.56102979074587,6.15008665986876,5.46834681823099,NA,5.85081905433999,NA,NA,NA,5.88430714594427,NA,NA,NA
ENSG00000179632,NA,NA,NA,NA,NA,NA,5.13817782486888,NA,NA,NA,NA,NA
ENSG00000185022,NA,4.8313171099659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000102316,5.64379800067923,NA,6.66448899174034,NA,5.35578904550564,NA,5.45373752415365,5.9504679392718,NA,NA,NA,NA
ENSG00000151276,NA,NA,NA,NA,NA,NA,NA,NA,4.66598523415917,NA,NA,NA
ENSG00000187391,NA,NA,4.06164101297602,5.60026594206287,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000162385,NA,NA,NA,NA,5.33886951320807,NA,NA,NA,NA,NA,NA,NA
ENSG00000111196,NA,NA,NA,NA,7.17679903172475,NA,NA,NA,NA,NA,NA,NA
ENSG00000102158,5.24956521182535,6.28829704459068,5.20041983137241,6.19835974617323,6.33477465433026,5.719022871288,6.23059404313926,6.68000742941812,5.79437502851474,NA,6.15233694947865,6.83824833368027
ENSG00000147676,NA,6.78732769812265,5.88893198160515,NA,NA,NA,NA,7.56259043402706,7.0518405001124,NA,NA,6.85460876233299
ENSG00000156928,NA,NA,NA,5.45290462965303,5.01066633295135,NA,NA,5.3667060092878,NA,NA,NA,NA
ENSG00000172175,NA,5.11584371161002,NA,NA,NA,NA,4.41320231426117,NA,NA,NA,NA,NA
ENSG00000165072,NA,NA,6.0903976736152,NA,NA,NA,5.69850364142521,NA,NA,NA,NA,NA
ENSG00000111885,NA,NA,NA,NA,NA,6.23210245347828,NA,5.48946423493833,6.21571190063957,NA,5.63223850895421,6.30437992797958
ENSG00000198162,NA,NA,NA,5.80443119909798,NA,NA,NA,5.55319579945615,5.86773551358622,NA,NA,NA
ENSG00000177239,NA,5.50509652420724,5.65672745625956,NA,5.29433633412877,NA,NA,6.10561661660661,5.66799926729325,6.06343579628097,5.27597335419701,5.61749105271438
ENSG00000117643,NA,NA,NA,NA,NA,NA,6.34120114800297,NA,NA,4.98461429463169,NA,NA
ENSG00000112893,5.53402610605614,5.67178665980148,6.64499668241783,5.97866838960537,5.06477626517964,4.63017857475428,NA,6.52329788584574,6.63246363784103,5.81330140005892,5.81303995796331,6.59169769320006
ENSG00000196547,NA,NA,4.89293253364481,NA,NA,NA,NA,4.69336122611347,4.26318487111204,4.88085102627911,NA,NA
ENSG00000104774,6.05759003867066,5.37897729859709,6.61268046924746,5.36550123944876,5.8780343398266,5.96808436122756,5.57042618533653,6.18960306977929,6.16069392311792,6.49704946476891,6.20421919571082,5.92086606115215
ENSG00000013288,NA,NA,NA,NA,4.61007481273439,NA,4.35429392168895,NA,4.99831443885011,5.06398912584384,NA,NA
ENSG00000140400,6.3559493227878,5.66337019383379,5.97178509241276,6.18788985470418,5.52011763748411,5.57493087135758,5.85074957151632,5.61821324570089,5.96790720433715,6.23705151340414,5.96595512998415,6.51730757867896
ENSG00000109323,6.41279642871654,4.62817363789586,6.07891182362488,5.11420514795849,NA,5.88194699635595,NA,6.14875846511505,6.20518451156897,5.94960282033704,5.60481181637078,5.30225606683891
ENSG00000101363,NA,6.03938431717705,NA,5.7707625434932,5.35223210250305,NA,5.03712928468828,NA,NA,NA,NA,5.19779472329051
ENSG00000111261,NA,NA,NA,NA,NA,NA,NA,NA,5.81810021480295,NA,NA,NA
ENSG00000189221,6.54285031418201,6.96387879770636,NA,7.97945574768016,6.02873307078822,6.50122936698314,7.22355699150824,7.53016899496479,6.7176972862002,5.05719687736292,7.72328110049844,7.99602347079938
ENSG00000069535,6.75329956434176,7.21569822356328,6.57829405677965,8.2482717343547,8.00206487562701,6.79554143201861,8.23208986311093,6.97109499243175,7.22601151514699,NA,7.37222761933569,8.27941360161336
ENSG00000166963,NA,4.31668608398293,3.8191880814751,NA,NA,4.52783184990607,4.82649268158072,NA,NA,NA,5.14188201373935,NA
ENSG00000131711,6.12872228433843,6.36571407207517,6.93186299101465,NA,5.32344351646127,5.95755672160175,7.3044841734507,5.50458054507412,5.9022524636964,NA,6.15325518160109,NA
ENSG00000101460,5.74341568353185,NA,6.98002535641076,NA,6.63454570289009,5.8641007095783,7.33725684400114,NA,NA,NA,NA,NA
