,adrenal.gland,esophagus,testis,kidney,ovary,pancreas,prostate,liver,colon,heart,lung
ENSG00000010292,NA,NA,NA,NA,5.86967157189548,NA,NA,NA,NA,NA,NA
ENSG00000136937,6.04493154614916,5.53166280235768,6.37126611826844,NA,6.86152820184899,6.31073241676663,6.06990365303774,NA,5.71319907911636,NA,5.65502835961056
ENSG00000114503,NA,NA,6.31308921119959,NA,6.30952747448304,6.7329210043897,5.55509370910558,NA,NA,NA,NA
ENSG00000188505,NA,7.22807732631257,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000020129,5.69849201746492,NA,5.80060125405056,NA,5.73588760732262,NA,5.79919930536011,NA,5.73567037006225,6.02890191386145,NA
ENSG00000144959,7.02056843480136,NA,5.08865842018871,6.52275066398533,5.3280187907513,6.06290498985595,NA,5.52582109521932,6.19910403558696,7.58676188238949,6.05627610757399
ENSG00000116701,NA,NA,NA,NA,NA,NA,NA,NA,6.15458685568482,NA,NA
ENSG00000100365,NA,NA,NA,NA,NA,NA,NA,NA,5.12073169672084,NA,5.97573098951881
ENSG00000158092,5.62628902929568,NA,5.32822645092349,NA,6.3447347827104,NA,5.70327755775218,NA,6.34006262330272,NA,5.73535384155103
ENSG00000071051,NA,NA,5.51475866079167,5.67792553169623,6.23927201059906,NA,5.86261332174749,NA,6.17526569384959,NA,NA
ENSG00000061676,6.33691980220023,6.35178735180071,7.00191899413316,4.67284431504692,6.73867647973264,6.71967908996979,6.687699170481,6.17392784011932,6.65000446592726,6.01494887819842,6.9964186441893
ENSG00000123338,4.51470709754628,NA,6.40555531196278,NA,NA,5.1175491564945,NA,NA,5.31615645539621,NA,5.69920873699184
ENSG00000213672,5.81660582172551,NA,5.85864273691804,NA,5.65627224111667,NA,5.8947521510164,NA,5.47814751489939,NA,NA
ENSG00000115053,7.50893352605003,7.07141639138827,7.93957411287461,6.55572300096112,7.95485308717193,7.96088429160842,7.56027537611798,7.62424351744559,7.47452064147617,6.53698933247718,7.50418783687416
ENSG00000125912,7.42779435525289,5.79141575030615,6.59646907707822,6.3859790176239,6.5368661733686,7.10450745563381,6.08395709317555,6.35206635267978,6.29465450302431,5.71572302861788,6.74426087348653
ENSG00000124160,5.92576059640844,NA,6.14561162328598,NA,6.26434971088193,NA,5.26711749835703,NA,NA,NA,5.5159692413233
ENSG00000111912,5.22211792875822,NA,NA,NA,NA,NA,NA,NA,5.07626289508829,NA,NA
ENSG00000107130,NA,NA,NA,NA,NA,NA,NA,NA,5.4981532776408,NA,NA
ENSG00000162736,6.24775238249747,6.04595124239687,5.74777835513861,NA,6.60503248645434,6.32783249872451,5.95188630764677,6.38145358069365,5.98230285556078,NA,6.17346417351333
ENSG00000185115,NA,NA,NA,NA,4.90171434767707,NA,NA,NA,5.62493800307676,NA,NA
ENSG00000104419,7.37719693500891,8.02138746865291,7.84467115370737,7.785476761423,7.42983763739538,6.89118531728305,8.01277020887861,5.88477717866729,7.42864549738298,6.89302756976241,7.10317959699951
ENSG00000165795,8.05983443606572,8.00457735721927,7.96573330326231,6.70504977457935,6.50273320009349,6.98115004961391,7.35149019573747,7.03634472014601,7.14781974358441,7.75146366318622,6.66103614454595
ENSG00000101079,6.35780149050287,NA,5.69426107479594,NA,5.97925240007714,NA,5.91264287199104,NA,5.66184331933844,NA,NA
ENSG00000103034,6.78808348444541,NA,NA,NA,6.5340261005909,NA,NA,NA,NA,7.40423341115753,NA
ENSG00000125356,NA,NA,NA,7.0859694077735,NA,NA,6.31397248458239,NA,NA,8.13032826478053,NA
ENSG00000130414,7.06933503478994,NA,6.53096696113595,7.47954598908884,6.54343397347102,6.46529004419266,6.51825391773109,6.78864361867166,6.98709732957468,8.21570203691098,6.70242574786383
ENSG00000174886,7.132803818002,NA,6.68337751295747,7.85396887313424,6.63382867498352,6.58113239147438,6.76693284239319,6.79457367981148,6.86470106493659,8.38708361274394,6.32462152941801
ENSG00000184752,7.18774626978046,7.23453656317582,6.9309892153652,7.71688642573465,6.85868713355412,6.77933447949002,7.12326324730919,6.89513116116297,7.2884914480739,8.61440889479601,6.59358055513609
ENSG00000186010,7.15518415969401,7.66827506337689,7.0104356828714,7.7461056014838,6.84677525163614,7.39722736333568,6.88470816910147,7.32136412764532,6.89124145947209,8.28078082166248,7.05327760919421
ENSG00000131495,6.23258956275479,NA,NA,7.40068886760428,NA,6.96092312800542,6.93201963799733,7.36484564602274,7.66466787508221,8.33878778464806,6.83743239759311
ENSG00000170906,6.31910605930978,NA,NA,6.42459130479166,NA,NA,6.48799710334574,7.27928068501407,7.84511519260805,8.53797382596521,6.71196637597106
ENSG00000189043,7.51367030919881,NA,6.34081984284761,8.40158219824917,6.6995548033257,7.48921776032278,7.26179997009126,8.09811139148108,7.34012033685522,8.92617091016192,7.75768165606159
ENSG00000128609,7.13052674538416,7.83886506889325,6.85773495272027,7.99572301515985,7.04292794155166,7.52604162192492,7.59122768418825,7.61871665820251,7.35740220073925,8.68837216320624,7.11076778750277
ENSG00000184983,6.86581438016797,NA,6.70287880881895,7.74614070307864,6.71563623292494,7.21605825174908,7.03416534108312,7.14832967854822,7.03708898058996,8.37504956650138,6.3612045582621
ENSG00000167774,6.62207925675411,NA,NA,7.81797392434876,6.18379695190901,7.12545088186776,6.52744977603966,6.70263282656468,6.43300088912576,8.36481612774428,6.14407206156121
ENSG00000119421,7.11604292684921,6.81804617936969,7.02051904235494,7.72060627553207,6.74401493775797,6.84333281792312,7.17854730819359,7.22891429253738,7.54816125470611,8.44874784395165,7.0708865542524
ENSG00000139180,7.37573675213585,7.77850737608115,7.05288610234358,7.76502903447779,5.34697574429893,6.79851992012827,7.20904206807408,7.18389941546416,6.91052580656814,8.29731625965556,7.03381942288744
ENSG00000004779,NA,NA,NA,6.53673062538452,NA,NA,5.61750067577791,7.12098578213099,6.07345140175744,8.06164254178422,NA
ENSG00000137806,6.14441851860207,NA,NA,5.8859628115431,NA,NA,NA,NA,NA,6.27547482711434,NA
ENSG00000164182,6.53687394892896,NA,5.9320603925671,6.7036585470728,6.05623822131574,6.43421528278544,6.07034291672715,NA,NA,6.97472443713914,6.08812636912883
ENSG00000178057,6.04587039244936,NA,6.38493533641147,6.83209583010039,6.60019852772285,NA,6.34054544648136,6.44791037188253,NA,7.31912462935543,NA
ENSG00000123545,6.58061709882943,5.64734164519367,6.64038863311201,7.00892559568003,6.56863286394363,6.27392878504683,NA,NA,NA,7.14873664017539,NA
ENSG00000156170,5.75001442225878,NA,NA,NA,NA,NA,NA,NA,6.39896626885177,6.76502709147921,NA
ENSG00000003509,6.37304080002968,NA,NA,5.81737853133382,NA,NA,NA,NA,5.56848160672075,6.15809467970305,NA
ENSG00000183648,6.65475393325293,NA,NA,7.36454430783783,NA,6.9159624548841,5.70603216160003,7.08980434061423,7.68849338518124,8.3918909701907,6.75806140268167
ENSG00000140990,6.97541342528498,5.8761619338379,6.94069059437203,7.70237932823363,6.86727784423825,6.91968640072785,7.25200521775043,7.24686629301894,7.51989893820434,8.35208867548364,7.36173837602565
ENSG00000147123,6.6552441130878,6.6552441130878,6.68087459862125,7.25478550272844,6.50116883215373,NA,6.8538597252961,6.89693498081196,7.13634762781922,8.29962296794338,6.85774971637299
ENSG00000090266,NA,NA,NA,NA,NA,NA,NA,NA,5.69419992018507,NA,NA
ENSG00000119013,7.2750347925614,NA,6.56984127059722,7.75308733444562,6.55004944381824,7.14771841369753,6.76713972482175,6.61074868336929,6.87086538131013,8.25609006742416,7.15014915088275
ENSG00000065518,6.9837931179621,7.81615431540141,7.07652334176006,7.82597665867461,7.01140516962134,6.97291767818478,7.20526232728267,7.44664783142565,6.51946001591788,8.45152149470885,6.95481918495231
ENSG00000136521,6.92348234876245,6.87009492462572,6.47948108888819,7.47870213137401,6.43014934635367,NA,6.44500453409566,6.77468012738622,6.47413932831211,8.22938346505513,6.2533081759809
ENSG00000165264,6.76697023048119,NA,5.83242213826055,7.44609240198728,6.11232736017958,6.7354846370897,6.46094973401887,6.47577371558132,6.60489362073348,8.24459685255987,6.54525933788224
ENSG00000099795,6.8413156633266,NA,6.3389660917186,7.53316297740208,6.73093958575569,6.49263689316167,7.01668441390394,6.52800276393237,6.73116733009542,8.49165636428311,6.21642803800843
ENSG00000166136,6.96549332852794,7.06797680069115,6.76856662654008,7.75367417232144,6.94986225915539,6.38526098241894,6.95616351541248,6.79765804893049,6.89911879398025,8.49230639526488,7.11858044441009
ENSG00000147684,7.27461961909124,7.3405696582252,7.15844410038696,7.91794030548424,7.0517588038291,7.28914812496196,7.36628047368108,7.01212796714019,7.29407741002087,8.40890034019375,7.43693852422721
ENSG00000023228,7.46328066495325,6.98540267358247,7.31214679965749,7.49446158899975,7.3546009468182,7.6189481094687,7.52323901509274,7.47792707650896,7.05753527203577,8.98916241324846,7.14999523151638
ENSG00000158864,7.35424293430955,7.15513318810168,7.05730590091482,7.66417765288987,6.92232290760404,6.56050683585974,6.76097390053095,6.85998235820715,7.09068443902466,8.7607120203372,6.83573526967373
ENSG00000213619,7.52940468608589,7.7278983028181,7.24029961824924,8.05666603417382,7.03411667173187,6.83391475834168,7.23865423679269,7.35687478902762,7.45935175582176,8.38966225992247,7.57286022137351
ENSG00000164258,6.5829038525341,NA,6.24096921531243,7.28127218573307,6.05239992195121,NA,6.64048779276933,6.39859606636442,7.31949766596003,8.22298104038789,6.54615240242595
ENSG00000168653,7.05747591582625,NA,6.20531685383308,7.53741227273952,6.24967367044504,NA,6.55798252209619,6.93286856137277,7.65830739714513,8.36040832204655,6.54348545592171
ENSG00000145494,6.79764833391246,NA,5.86507606246244,7.62962568385691,6.25429771127334,6.77304562902716,6.91870578626414,6.83533276370038,6.3695696397907,8.26471417409762,6.24425146995659
ENSG00000115286,6.79530289097533,6.39277466905171,6.58675191839861,7.4553094650376,6.54422727301497,6.82785489947043,6.91748825117486,7.08042358502967,6.82231910396979,7.91177370026486,6.89583631106559
ENSG00000110717,7.2559957267224,7.91908580652228,6.92964368666303,7.79357624602834,7.06812227403258,6.73000081309961,7.05021596419447,6.86079515968658,6.17008939900506,8.16428079702365,7.03809455823704
ENSG00000167792,7.4923132964825,7.3859436960148,7.42288264517138,7.96252877851796,7.22182214409682,6.73998603538271,7.44133545814737,6.89723375902165,7.06674017954326,8.94411538847751,7.18692156893422
ENSG00000178127,6.58799142643124,7.19362715339919,6.98466698553543,7.62450052470807,6.76469141876164,6.84163246736943,7.32597961265224,6.47832797608687,7.03145792113635,8.10601497609438,7.06058005372518
ENSG00000160194,6.38354968314632,NA,NA,5.79483315879889,NA,NA,NA,NA,NA,7.55719635102029,NA
ENSG00000078114,NA,NA,NA,7.73991159257861,NA,NA,8.35358926176048,NA,NA,8.83548184155997,7.14071440136227
ENSG00000157191,6.04115573262971,NA,6.44906606722897,5.75784540887331,6.23256187648707,NA,5.97436315515088,NA,6.40325396029411,NA,6.43961658435161
ENSG00000100285,6.37051308959859,NA,NA,NA,NA,NA,6.11830373683647,NA,NA,NA,NA
ENSG00000104722,6.16244491429998,NA,NA,NA,NA,NA,6.961343463623,NA,NA,NA,NA
ENSG00000172260,NA,6.413590595568,6.11100273312955,NA,6.14919895189004,NA,6.35410352408452,NA,7.2899837589594,NA,NA
ENSG00000151414,6.30762438184812,NA,6.2119883582224,NA,NA,NA,6.8603718827716,NA,6.82676432683047,6.50077078979238,6.38459312063505
ENSG00000119638,6.10315350254868,NA,6.41683923417896,NA,6.58376947140579,NA,6.29537673009242,NA,6.46717474396092,5.15452667210618,5.37788486409948
ENSG00000188986,5.69982038841612,NA,5.80850089327858,5.09616113743526,6.23225954825913,6.07032857421999,NA,NA,5.94064832169979,NA,5.69147145296889
ENSG00000165525,5.21327862999279,NA,NA,NA,5.7256433195109,NA,NA,NA,5.4183579664615,NA,NA
ENSG00000117691,6.57603020559133,NA,6.83213873020957,6.62315149406303,6.26843845195618,6.87273396202543,5.72392723711865,5.70111072138513,NA,6.05281866876764,6.04985686383602
ENSG00000067141,NA,NA,5.72413082445306,NA,5.45671649988508,NA,NA,NA,4.88614198889114,NA,NA
ENSG00000132688,5.69262663295148,5.42378659528859,5.4552543497824,5.5474274522106,5.67255346592167,NA,6.39689565561555,NA,6.3540059955727,6.42956247443774,6.68849030490425
ENSG00000162614,6.50086741787214,NA,6.51452309526585,NA,6.20685205345373,6.81024189142625,7.08673978637266,NA,7.29243813644842,7.16058921648469,6.7714105751316
ENSG00000196712,NA,NA,4.61555467600789,NA,5.23142705879956,NA,NA,NA,NA,NA,NA
ENSG00000163531,NA,NA,NA,NA,NA,NA,NA,NA,5.39169906079773,NA,NA
ENSG00000162599,NA,NA,5.43866911805491,NA,NA,NA,NA,NA,5.66714816284874,NA,NA
ENSG00000147862,NA,NA,6.2344789804062,NA,NA,NA,NA,NA,5.46177890447439,NA,NA
ENSG00000141905,5.88011015156294,NA,7.0225444980115,NA,NA,6.24981759190593,NA,NA,NA,NA,6.11104451932313
ENSG00000008441,NA,NA,6.40285935504614,NA,NA,NA,NA,NA,NA,NA,6.00785583469389
ENSG00000109320,NA,NA,5.72022333460264,NA,5.55681640032299,NA,NA,NA,6.0766441524613,NA,5.39443695067501
ENSG00000077150,4.39172882249074,NA,5.24798460086885,NA,5.75486223526672,4.85548995848318,NA,NA,6.05261813246763,NA,NA
ENSG00000100906,NA,NA,NA,NA,6.01540364429899,NA,NA,NA,5.60470537677955,NA,NA
ENSG00000244005,7.12175675848782,NA,6.41358136241809,6.40847254550708,6.6297608068294,NA,5.9889774431961,NA,6.44449691454863,7.08925820373177,5.78331406200962
ENSG00000169599,5.93119334854225,NA,5.95618707173886,6.90332867751326,5.8135685478148,NA,6.14134944711607,NA,6.48417412135508,7.09692013661532,NA
ENSG00000120837,NA,NA,NA,NA,NA,NA,NA,NA,6.10852552136858,NA,NA
ENSG00000066136,NA,NA,NA,NA,NA,NA,NA,NA,6.10469206246434,NA,NA
ENSG00000064300,NA,NA,NA,NA,NA,NA,6.1914437107734,NA,5.52029930628818,NA,NA
ENSG00000151092,NA,NA,NA,NA,6.24038653939355,NA,NA,NA,5.70799817993508,NA,NA
ENSG00000187736,NA,NA,NA,NA,NA,NA,NA,NA,5.86273064900657,NA,NA
ENSG00000196865,6.2382217936778,6.06032526144315,6.549455093356,5.71513701841769,6.45257072936718,6.5607833995668,6.99088443718959,5.5556858587331,6.65941546850217,7.20368960806104,5.81261678469485
ENSG00000188811,NA,NA,NA,6.16421070035927,6.18104086344782,NA,NA,NA,NA,NA,NA
ENSG00000145912,6.07813043080256,NA,6.65262492645574,6.35002207888599,6.58700517264443,6.94657221180567,6.64113333710353,6.96025193000104,7.14886083025574,NA,6.36942911432662
ENSG00000100138,6.9124824488291,NA,7.36195013511205,7.13696764251082,6.94043861184042,7.43356181519014,6.96701097776682,7.20482217854321,7.01629576868734,6.47652251629948,6.98786232094213
ENSG00000116962,7.19429228155197,7.52620745513428,7.5872006212668,6.76742526360734,7.32463976080852,7.55592614567745,8.39060826867694,6.01353244207501,8.04669869780116,7.54729490805769,7.94699322070259
ENSG00000087303,6.62903223107103,7.2566714533352,7.2680690108072,6.02503837559267,5.92605750814634,6.8847848949401,7.99981994700398,NA,7.77201065003512,7.81487773550219,7.23759801436068
ENSG00000196290,6.46936539876643,5.78083494363528,6.49101254473952,6.68434635415256,6.55949393335344,6.59899459987757,6.21388980782124,NA,6.63889380135757,6.56656613134573,6.48439705311503
ENSG00000155438,NA,NA,5.68962161338812,NA,NA,NA,NA,NA,NA,NA,5.52487741346383
ENSG00000131669,NA,NA,NA,6.10440733550457,6.22838630083643,NA,NA,NA,NA,NA,NA
ENSG00000164190,NA,NA,4.18120101030894,NA,5.69121286544531,NA,NA,NA,NA,NA,NA
ENSG00000184117,7.20183393047435,NA,6.9781837327917,7.83896697567334,7.05331987429323,6.49917060005865,6.95345143174349,8.04921040921038,6.23726173757967,7.20233894754149,7.26528564036668
ENSG00000136783,7.61597108235696,7.78136404995299,7.04633107577719,7.3207776113602,7.29242451591697,NA,7.26292417795674,7.17800088802596,6.03151665005528,6.87947012893096,7.39505657123722
ENSG00000165028,6.01080859751221,6.8222590971949,5.40872343165508,NA,5.91506212384488,NA,6.01408407347213,NA,NA,7.58608437430232,NA
ENSG00000010322,5.2800317441387,NA,NA,NA,5.25249730042895,NA,5.36083251391813,NA,5.69913867262454,NA,NA
ENSG00000158793,7.40883332177642,6.88914374114895,6.76051746511504,7.37295553484598,6.42148253563319,6.78401881670714,7.1764031691462,7.09271368812264,6.82293658663096,7.19145351205137,6.88421175003289
ENSG00000114021,7.18115731788061,7.33704806582187,7.11986943306196,7.98801889853617,6.19063241388035,7.00818415052535,7.34208927952817,7.84174327410769,7.20113540706938,7.30564311226322,7.21778476772435
ENSG00000073536,NA,NA,5.52309727771074,NA,5.59147519414697,NA,NA,NA,NA,NA,NA
ENSG00000123213,5.58022909133082,NA,5.41860600796329,5.85385932729386,5.49153757042636,6.30939986861823,5.88015079763953,6.64885386615139,5.16019906945801,NA,5.1929495633916
ENSG00000160703,5.70820837530449,5.16123958739989,5.53204328010544,NA,5.54328622284849,NA,5.67605419952328,NA,5.60899894193967,6.63159972633206,NA
ENSG00000169251,NA,NA,5.10317563266173,NA,4.67029810002228,NA,NA,NA,5.92747050358908,NA,NA
ENSG00000239672,7.05819818787825,7.45620618534814,6.84025557042847,6.64800484299868,6.97865628826644,6.41252616941044,6.90350264042698,6.94168938320009,NA,6.83505238605721,6.48466681547541
ENSG00000103024,7.27263051589404,6.23778383994988,6.9249069582423,7.21578599238594,6.80952486398288,6.89021144301704,7.02523131247318,6.5731403105792,6.92231345171128,6.87758953806966,6.87612714510605
ENSG00000143156,NA,NA,5.6886759098374,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000123609,6.17207725696948,NA,6.28859555332268,NA,NA,NA,NA,NA,6.44442883797793,NA,NA
ENSG00000173614,5.45786676425845,NA,5.66873824176129,5.91209942446193,NA,NA,5.85964816053098,NA,5.651204389685,NA,6.09202684716149
ENSG00000163864,5.79136779000808,NA,6.14741922456835,6.08937471602267,NA,NA,NA,NA,5.52221974647765,6.16752047249998,NA
ENSG00000153406,6.09142072899205,NA,5.77948816170175,6.32139874268592,NA,NA,6.1004213732407,NA,5.97618933591862,NA,NA
ENSG00000106733,NA,NA,NA,NA,NA,NA,NA,NA,5.39689506872299,NA,NA
ENSG00000136448,6.51710348503721,NA,6.10718206773459,5.46282122189984,5.97260849055929,6.11843275796661,6.28953559104392,6.59665832665303,6.17530786859902,5.76146728071299,6.48365306642242
ENSG00000152465,NA,NA,5.60003953922545,NA,5.7231966521415,NA,NA,NA,NA,NA,NA
ENSG00000166741,7.1227727291386,NA,6.09774224793301,7.29266880771687,5.3660018844466,7.41131180751549,6.69294884845706,8.89256571550013,6.59128894728937,NA,7.65323730995821
ENSG00000112992,7.25719842613934,6.93517962790576,6.02385007118877,6.60553724728102,6.6500329918257,7.00430066432425,6.65217894140329,8.31221911650397,7.40257976432652,8.75349099616425,6.76707710677072
ENSG00000188976,5.47158505418519,NA,5.81224168663899,NA,5.91725391406197,5.73324912051433,NA,NA,NA,NA,NA
ENSG00000140939,6.24378191609379,NA,6.2183376171035,5.9606051323112,5.47036595908006,NA,6.87886270501314,NA,6.66108607291504,7.15521695863669,NA
ENSG00000165271,4.89147055221395,NA,5.22868735977047,NA,NA,NA,5.93184037435098,NA,4.84476325582227,NA,NA
ENSG00000166197,NA,NA,5.98906441417742,NA,5.81226792211551,5.78468945184552,NA,NA,6.21053038638689,NA,NA
ENSG00000103512,5.13706913083941,NA,NA,NA,5.00333448329717,NA,NA,NA,NA,NA,NA
ENSG00000147140,7.50466112199449,7.1271222390051,7.50688675568403,6.76172306393651,7.53412044065468,7.533967305942,7.29316469908666,7.49476291383718,7.36515226680023,6.95465297631117,7.78538122342872
ENSG00000182117,5.8992731873176,NA,NA,6.36407925651075,NA,6.96974546349148,6.74995412963073,6.61009831069795,NA,NA,6.74153748706957
ENSG00000101361,6.91358075377601,NA,6.96882763520229,6.16930776003401,6.90399852036117,7.6668468209182,6.46951597784968,6.67173925902068,6.63097616484586,NA,6.80142637971644
ENSG00000055044,6.88506706688172,NA,6.28013430503063,6.14035822525957,6.12125383054306,7.34460586888387,6.47676094463155,7.03158826734715,6.67956603356365,NA,6.99623067182269
ENSG00000196943,NA,NA,6.25917812806988,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000164867,NA,NA,NA,NA,NA,NA,NA,NA,5.03120529624882,NA,NA
ENSG00000141458,6.91466571651715,NA,5.83833138072982,NA,5.98679526710671,NA,NA,NA,NA,NA,6.27267664215664
ENSG00000119655,6.88465944871256,6.9246997477836,6.3433083921755,8.14434739119659,7.16875001253706,6.89084318847748,7.98032034577191,7.10544375510696,7.44923595046273,7.00712434634466,7.15605563377489
ENSG00000215440,6.14715052521007,NA,6.65249632281787,6.44878067578302,6.71246973503232,6.5909677471742,6.437116552553,NA,7.2472742131191,6.17240450540146,6.0624000931765
ENSG00000141279,7.15338797933181,7.40682645463024,7.48078819750991,5.892652164234,7.49742815102822,7.29781564366268,7.54121336631359,6.29804916130583,7.53026490353295,7.04888191424358,6.97278091035139
ENSG00000135838,NA,NA,NA,6.50320794215767,NA,NA,NA,NA,NA,NA,NA
ENSG00000182446,6.4175215138043,NA,6.17413208216059,6.06879769366233,7.20026093793338,6.34812308987565,6.41445362083256,5.9653300901271,6.34029343150952,6.85095081050369,6.26603547728392
ENSG00000181163,7.6755217206078,7.93839321555412,8.01596638625028,7.7836937364307,8.1702744597846,8.077800513,7.73401425818013,7.42646360214828,7.77391711177406,7.34626987670465,7.99087069512145
ENSG00000107833,NA,6.97458980430025,6.38809932076841,6.4929551461588,6.71323230235871,NA,5.50200740156066,NA,NA,NA,NA
ENSG00000181019,6.96048980425801,7.44727866440529,NA,7.34912985441551,NA,NA,6.9957011520738,NA,6.84643916606865,NA,7.52147817696737
ENSG00000124588,7.16166741243774,7.54644327946976,7.18127080452072,7.91711237926239,6.20872384293079,6.0258894643816,6.59763078091255,7.35211398705225,6.72969902630346,6.63085998142361,6.01089595408305
ENSG00000184162,NA,NA,5.7060171319556,6.47070191620269,5.6776669625919,NA,6.24517926652011,NA,6.07249592842402,NA,NA
ENSG00000213281,NA,NA,NA,NA,NA,NA,6.82983057381257,NA,NA,NA,NA
ENSG00000115216,6.08902150079501,NA,5.77809375089649,5.1948329077368,6.89706056684687,6.46799681856283,5.9717454936125,NA,5.76996710892198,6.09522912837025,6.03606947275547
ENSG00000091129,5.73471184205204,NA,NA,NA,NA,5.45537037699231,NA,NA,NA,NA,NA
ENSG00000078618,5.8243146165676,NA,NA,NA,6.26181429439707,NA,NA,6.5240133320295,5.30177268124539,NA,NA
ENSG00000053702,NA,NA,NA,5.59883873632656,NA,NA,5.60936809766529,NA,5.93924163995426,NA,NA
ENSG00000099250,5.75684902006671,NA,5.79470826324321,NA,5.34423846278866,NA,NA,5.88179810626196,6.22295059842771,6.05647850378498,6.34548040303386
ENSG00000118257,NA,NA,5.27825567521564,NA,NA,NA,4.995008152669,NA,6.54511230301659,NA,NA
ENSG00000147383,7.14924991259028,6.39774713605511,5.72278360930184,NA,5.04697214156726,5.75666979254347,5.79222751498087,5.84162755995933,5.82427303880246,NA,6.20837050136651
ENSG00000073969,7.07382828440111,5.62726614303525,6.24803900737347,6.51713725579824,7.4855448945632,7.42812182126273,7.07492177076209,6.862967465045,6.96476752276198,6.06970515870586,7.02461275533661
ENSG00000088833,7.36135002435227,6.43090934987476,7.15458881405283,5.92342373143624,7.21991274487532,6.34105993023833,6.51474231504677,6.08549146267786,7.05372991085841,6.78349736637814,6.51379068047782
ENSG00000035681,NA,NA,NA,NA,NA,NA,NA,NA,5.18912909925814,NA,NA
ENSG00000037474,5.95938964273579,NA,5.70387030563011,NA,6.55831785205842,5.90038189254393,5.93077269600852,5.42111259351578,6.05501134515356,NA,5.67792473227412
ENSG00000125458,6.26841414457654,NA,7.20915358197458,7.2322074880597,6.78162020108113,6.41655724915472,7.03700421722437,NA,6.92388130352926,6.35078188088042,6.67002765313155
ENSG00000076685,6.20690679293086,6.65407332383155,6.57693992899298,NA,6.06292772688862,5.9242317302321,6.47175391075479,NA,NA,6.36730368362783,6.75545073293774
ENSG00000122643,6.02493696803744,NA,NA,NA,NA,6.13313739955882,NA,NA,6.312878445337,5.79024004164085,NA
ENSG00000178425,6.19601028659195,NA,6.04897185395321,6.17788000671168,6.63149807771372,NA,5.88641933535031,NA,6.3565417441935,6.27980667581467,NA
ENSG00000168268,6.32145343433334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000111696,6.21724699168539,NA,NA,NA,5.06932324643485,NA,NA,NA,6.71927950750326,NA,NA
ENSG00000135318,6.44624194532541,6.73535565342563,7.76191938534246,NA,7.09546639100056,5.93161312990801,7.19731602359707,5.74544988306057,6.63719367524219,5.66223762680386,6.71875680582299
ENSG00000065057,NA,NA,4.86340410201185,NA,NA,NA,NA,NA,5.67960564993603,NA,NA
ENSG00000148335,6.51735427435065,6.49810674878713,6.00031478137409,NA,6.90022276102645,NA,6.43296938049843,NA,6.54987360579347,6.39361756803256,NA
ENSG00000135778,5.9959553139335,NA,6.78340692219871,6.02406774012515,7.01618774929676,NA,6.07365054135789,NA,NA,NA,6.34974291130359
ENSG00000013374,5.88192647339137,NA,5.94576139045172,NA,6.09501549360843,6.17827623070055,5.95545803509346,NA,6.20693792818134,6.01645285325867,6.16996013476883
ENSG00000103274,6.16043851664154,NA,5.82286926520596,6.36991951604869,6.07380571164644,NA,5.96272554494952,NA,6.47911238108557,5.96835852288463,5.69033215323015
ENSG00000095906,6.20379413958807,6.47021075696842,5.90924072786464,6.56407663006734,5.98808399542574,NA,6.06862451522472,NA,5.81467556162677,6.37077421489799,NA
ENSG00000151413,5.77361093700471,NA,5.70628237310797,6.46218049536702,6.14262695727928,NA,5.90002357329639,5.71500362166632,6.47320581758611,7.39151876029313,NA
ENSG00000104805,6.58416154494287,6.32604760428812,6.45501796228204,6.26275294863919,6.0850921669698,6.45528744492887,6.71908722736061,7.22840795577944,6.82451902832017,5.90268830426651,7.16248161084868
ENSG00000069275,6.6662370958958,NA,7.43255841211265,6.53658848075525,NA,6.95757043930241,6.91504289290169,NA,6.60016286902274,NA,NA
ENSG00000090273,7.53751687203957,NA,7.28345638560022,6.63330510237556,7.66883410706076,6.56565126184884,6.90273640425866,6.64997086078846,7.10264792206667,6.33742974148042,6.67231280876422
ENSG00000120526,6.0707395628492,NA,5.43870419130201,NA,6.64504931333408,NA,5.64133602444894,NA,5.77301285211238,NA,NA
ENSG00000170584,6.08350261983027,NA,6.71772167374472,6.88393574756386,6.96426669326417,NA,6.74871866435894,NA,6.74817360717572,6.56168636672764,5.69662410655481
ENSG00000015676,NA,NA,5.46995847525773,NA,6.2971383939129,NA,NA,5.8020749289843,5.74241857197203,NA,NA
ENSG00000106268,NA,NA,5.19968600235961,NA,6.26739372092097,NA,6.02335497799712,NA,6.26734926759408,5.51659245985172,5.58324258418649
ENSG00000122824,NA,NA,NA,NA,5.95751579272682,NA,NA,NA,NA,NA,NA
ENSG00000112874,NA,NA,NA,5.56679048054222,NA,NA,NA,NA,NA,NA,NA
ENSG00000183828,5.61086236099246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000136159,NA,NA,NA,5.13883325103067,6.15672241584358,NA,5.1810691679243,NA,NA,NA,NA
ENSG00000198585,6.44423222071358,6.82143461323039,6.5519428377232,6.71398571884094,6.59900676870098,NA,6.2415036620992,NA,6.47075644175888,NA,5.95629889501036
ENSG00000168101,5.52654603506188,6.82591790711118,6.57353368030107,5.71872229350867,6.32418111203646,NA,6.26377311840449,NA,NA,NA,5.93310302875911
