,adrenal.gland,esophagus,testis,kidney,ovary,pancreas,prostate,liver,stomach,spleen
ENSG00000168615,NA,4.23937521187897,NA,NA,NA,NA,NA,4.16333595529105,NA,NA
ENSG00000105963,NA,NA,NA,NA,NA,NA,NA,NA,6.09285879795437,6.23390047597872
ENSG00000160710,5.24417812502254,NA,5.91890546380207,5.27841039108251,5.19998744614045,5.81234132905369,4.53826909896253,5.43694310812934,5.48352315994738,6.35376091173168
ENSG00000063761,4.597245304665,NA,NA,NA,NA,NA,NA,NA,4.76958293215328,NA
ENSG00000163050,7.01464652468403,5.60678036586412,4.92954417465619,6.44590511338497,6.41359004945957,6.02770701296986,6.45116603763628,NA,6.52162419473509,NA
ENSG00000087274,6.61052176289591,6.63223800868207,6.99236078956689,6.97479182930851,7.20716091976717,7.06884796324908,6.78092194127117,6.5029903272782,6.87095204573601,6.60658069740426
ENSG00000148700,6.13823952346519,6.05007933990875,6.45248089930807,6.14938326360896,6.85939783542715,6.7347756075347,6.23684362007233,5.93827982994591,6.5703182468789,5.68269783557673
ENSG00000187758,6.13713247600899,NA,NA,7.01557518213101,NA,NA,6.8482972057908,6.81036728731796,NA,NA
ENSG00000196616,8.86554811425567,8.45331876009093,7.91949926937317,8.61554955484258,NA,8.97250538140555,8.45521390430708,8.3445284082953,8.357568805597,NA
ENSG00000198099,5.92694407301623,5.21434720617704,NA,7.41641833200365,NA,5.77605397382195,NA,7.10838286755559,5.77413749122712,NA
ENSG00000197894,7.89668050791538,7.97169612794432,8.25137674231033,8.12143498766221,8.20011213591504,7.95376355931147,8.55697854727835,7.49811839747241,7.57067548033569,7.82467078202445
ENSG00000172955,NA,NA,NA,7.71306125360824,NA,NA,NA,NA,NA,NA
ENSG00000196344,NA,7.49996855603766,NA,NA,NA,NA,NA,NA,6.13084789147673,NA
ENSG00000147576,NA,NA,NA,6.40077427419474,NA,NA,5.92091420585865,NA,5.62053929417602,NA
ENSG00000182551,6.8206611346436,6.89234729487232,6.99523630149933,6.79486235059759,6.80583446216444,6.80034108423441,6.99366526808261,6.56570218279047,6.12065909149537,6.74363966180173
ENSG00000181092,5.83772728927217,6.72124492048802,5.3643730727449,6.43370596689781,5.95193747778498,6.78326083126794,6.35298384035542,6.26501499790105,5.18169031431657,5.44288854363532
ENSG00000148671,NA,7.33506420780881,NA,7.9894573055601,8.32937974506946,6.56484825900826,7.43786233537334,6.40632338198814,NA,NA
ENSG00000156110,6.63084467902134,7.03312870776938,6.93612588235358,6.82433955538027,6.92200842009296,6.84470550109945,6.8230800348317,7.28331534514495,6.80543453366387,7.1981888893105
ENSG00000101126,4.35947500110838,NA,NA,NA,4.43697079304719,NA,NA,NA,3.63828354833069,NA
ENSG00000181915,5.73915287768872,6.13635873466143,5.93448082553094,5.68098447693453,6.54693078899047,6.0153860100611,6.34831187892935,NA,5.95964456107611,6.07244571721978
ENSG00000159322,5.77131550240482,6.16946843325347,5.75263494446512,5.85054123604524,6.42480652830671,5.92739117867146,6.04239592436585,6.82617423200401,6.44309076277223,6.86939129108019
ENSG00000144843,6.06224344102648,5.72481805213444,6.13618453672622,NA,NA,5.99351266635934,6.08494242153138,6.27980678441687,5.82495494382779,6.54545455943606
ENSG00000116863,6.99586324898304,6.72088814826192,7.3716223759352,6.35753104917218,7.11075149912969,6.79406557666467,7.02968295577688,6.79099476227426,6.74652217883731,7.0373116146468
ENSG00000173020,5.63922742907026,6.19601473658591,NA,NA,5.49477903531894,5.82445247662857,NA,5.16553511823116,5.9321934615621,6.65864433776705
ENSG00000130706,5.79502448368217,6.48743180145567,6.05435605439725,5.93786175672883,5.87120216627988,5.10052732636326,6.47150794237331,5.8013013157965,5.75506402945195,5.24085374215216
ENSG00000239900,6.56383691866454,6.80360790420387,6.61797201680786,6.61143245769262,6.33249813388973,6.49064934158033,6.77117378192384,6.75404810505539,6.62809643742826,6.95772130843873
ENSG00000035687,6.37979484327698,7.29171336812698,6.17042320235114,NA,6.64782786408868,6.5743495895461,7.0129879441158,6.80704446377434,7.01112974878824,7.22636357130238
ENSG00000185100,NA,5.7514451092312,NA,6.51440283049809,NA,NA,5.75644400160193,NA,NA,NA
ENSG00000106624,5.84705415746763,6.19691925326624,5.95138184957991,6.18151552374332,6.67713641279286,5.75213340674087,7.23948293145102,6.24404993762887,6.23295049431116,5.42541406645856
ENSG00000104964,NA,6.1749014894349,6.02934371583456,NA,6.10775467473602,NA,5.86710315603049,NA,NA,6.12680337954237
ENSG00000196526,NA,NA,NA,NA,NA,NA,5.05971881049791,NA,NA,NA
ENSG00000169129,NA,NA,NA,NA,5.58125395588888,NA,5.44114341247781,NA,NA,6.34514494141097
ENSG00000141385,5.66411523870332,6.65451241364608,6.27159111971736,7.17614368263849,5.43348829274106,5.46170240528489,5.75705243988284,6.41490061199501,6.71688623089502,5.02967869723883
ENSG00000079557,6.64086884958762,7.75601783345285,7.26109512412287,6.84279746597448,6.99090495178568,7.29781895881296,7.51528284834059,6.76132174836794,6.55742731520071,5.66234313733852
ENSG00000183077,NA,NA,NA,6.91527442922809,NA,5.77502569004103,NA,NA,5.5839341456192,NA
ENSG00000038002,6.49259278325571,6.25628246771572,6.59151821059077,6.18891130370918,NA,6.55823658919739,5.54355541995295,6.89313813567644,5.81196179330737,6.51120769970966
ENSG00000204305,NA,NA,NA,NA,NA,NA,NA,7.43077680845342,NA,NA
ENSG00000173744,6.49136169383427,5.58407141869574,5.69744030645907,NA,6.12634516081509,6.29927364914065,NA,NA,6.0663739596697,6.46068993236597
ENSG00000106351,5.42900898458089,NA,NA,NA,5.27680669126312,NA,NA,NA,NA,NA
ENSG00000006530,6.2313166429095,5.61088220256734,5.35549478678737,6.62040050901605,5.92393573653894,NA,6.72417902095925,NA,6.36174203083719,NA
ENSG00000162688,5.34883037237848,4.79721368862062,5.57682951561498,6.46844199840914,5.5197103751243,6.19098558119879,4.63892191176712,4.43224183315057,6.49351622754701,5.47776390992426
ENSG00000116771,NA,NA,NA,8.61082701212708,NA,NA,NA,NA,NA,NA
ENSG00000092847,5.86644684653715,6.13556854098821,6.66182651720053,6.06420329570227,6.68253409603724,5.75350313180536,6.37493306547287,6.23023212293246,6.45019187298872,6.62010778531088
ENSG00000123908,5.86251300893505,6.38948837688016,5.68315740014928,5.2542117953731,6.26084340149996,6.09740405209917,6.86541447483801,6.03339472871872,6.16602470791992,6.35683941464645
ENSG00000126070,4.41737203485232,NA,5.87530487865408,5.2013866164758,6.16835081083656,NA,6.72723654142769,NA,5.04860024033895,5.95152098806555
ENSG00000169692,NA,NA,NA,NA,NA,NA,NA,5.71111701788654,NA,NA
ENSG00000160216,5.15173748103852,5.1593015166711,NA,7.16965521397636,NA,5.57659464621714,NA,5.48148483665668,NA,NA
ENSG00000155189,5.26707781674043,5.11432720505198,NA,5.86262264047308,NA,NA,NA,NA,NA,NA
ENSG00000018510,5.83742428430143,5.8711864172861,5.62026799557518,5.70632856686208,NA,NA,NA,6.37092143038151,6.6371587752778,6.00074819136305
ENSG00000106541,4.33599917760813,7.85585270744029,NA,NA,4.96850638245202,7.54033712576943,NA,7.98166965527314,9.010674458374,NA
ENSG00000173467,NA,5.83027169948717,NA,NA,NA,6.09179236910267,NA,6.69072664746431,7.4516922038091,NA
ENSG00000188157,5.09387675539004,5.5275653606745,6.56158430081122,6.55034610279224,4.74390997382597,6.36782408528091,4.75084125370154,5.84770894114102,5.70712122438731,5.90750279990974
ENSG00000135744,7.23398547878021,7.60989179282932,7.15007906804482,7.41811251937931,7.46296237821839,7.92885214081517,8.20026064800631,7.04113661225619,7.32188613219785,5.91928482140063
ENSG00000177674,NA,6.19303462886598,NA,6.5607949552012,NA,NA,NA,6.56177174744874,5.63445070810531,NA
ENSG00000172482,NA,NA,NA,6.99734330767927,NA,NA,NA,6.46980423948211,NA,NA
ENSG00000113492,NA,NA,NA,7.62457038257955,NA,NA,NA,NA,NA,NA
ENSG00000101444,7.74031530932998,7.95518941659147,7.84746718016209,8.3126199019127,7.90623313268475,7.98597766119632,7.96591015388415,7.79172720123893,7.93474678812036,7.96992202324343
ENSG00000168710,6.7420806724102,6.7199244806832,5.87394777155074,6.79154788686637,NA,6.99939232044005,7.2354601941999,6.03418522824131,6.97588899101735,6.96505185899322
ENSG00000158467,5.49283020567869,5.03338159664409,6.72056712870221,5.12229940252742,NA,5.65573499054295,NA,6.93415526828156,6.16378917407271,NA
ENSG00000124942,6.97682208061687,7.77984162924406,7.2001421687308,6.39770099032125,7.36227544659161,7.00651771389993,7.88688728750031,6.90055556513658,7.87820479624454,6.57274601991642
ENSG00000185567,NA,6.44680124433636,NA,NA,NA,NA,5.89055941366119,5.86631888768842,5.14601730309935,NA
ENSG00000100591,7.15097123206261,6.98098758490472,7.07682000294032,6.86701908630203,6.9884086118644,6.67871257211119,7.10970759914987,7.34548714475043,7.15671238003707,7.6026597651415
ENSG00000145192,7.52716571813763,8.28459482764818,8.04172214522882,8.06374171585462,7.75019677061215,8.48386688491026,8.5249871101633,7.52652829326398,7.63837439541436,7.24133155145353
ENSG00000169877,NA,6.98090438445089,5.38503196906137,5.90216857505228,6.25841565079611,7.21465141937123,6.07041339112697,5.80891834876908,NA,7.29360952317506
ENSG00000186063,6.63844931999365,6.31847450784014,6.70727242463442,6.23975351383938,6.78423314206578,6.49529782627616,6.90465148064978,6.27986699855657,6.28152592726342,6.27711053259032
ENSG00000126878,NA,NA,5.62366737676001,7.27234008316733,NA,NA,NA,NA,NA,5.30152089769625
ENSG00000156709,7.69374453134028,6.27870700673187,7.13311115260544,8.27771311871998,6.16473662661095,6.87018396386727,6.60246057950463,7.01153316965765,7.35804148139671,6.26423058417399
ENSG00000042286,6.29863478312444,NA,5.46763839288143,NA,NA,NA,5.35191439337433,5.36812963262409,5.85735146207103,NA
ENSG00000146416,NA,5.80212132893196,4.54808450057626,NA,NA,NA,NA,NA,NA,NA
ENSG00000112297,NA,5.73762853231618,NA,NA,NA,NA,NA,5.50896440759812,4.73414165593195,4.88317288211553
ENSG00000176092,NA,5.50898506634875,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000164022,6.71336452060955,6.58018585469257,6.85612288680458,6.64080808240589,6.81059870150558,6.65128960987496,6.29004236929383,6.9920020435605,6.67861619882669,6.60646299444754
ENSG00000106305,6.56236424946311,5.52231779473269,6.30366391416956,6.15933875842443,6.22926145943091,6.44847455155634,6.11878027590043,6.35924388292082,6.16136873677786,6.36327531887639
ENSG00000110711,6.60239643919472,6.50756449008623,6.56698747501288,6.05808366191078,6.78141429015059,6.54826725143051,6.40545148681561,6.52334349845105,6.28394195816894,6.69586272126406
ENSG00000106992,7.69282049081701,7.85609044254689,7.61165127697653,7.46176117106157,8.27831915681216,7.95791388030664,7.99178479269198,7.59771201753045,7.35327549160618,7.85729955271907
ENSG00000004455,7.92995507604957,7.71994615963703,7.33057526030537,8.37499919155346,7.41465636405113,7.95512575054755,7.3474706923226,7.79941240471524,7.69062017940417,7.6773897304307
ENSG00000147853,7.98220336922477,7.46370789215462,6.84862139378979,7.81099444487023,7.42573446866637,7.44470902867138,7.60382239342006,7.27654276042049,7.40241731398132,7.03435510845783
ENSG00000162433,5.47638232583276,7.08158397378535,7.14302114641746,8.6950094627425,6.04619752261497,6.70432348097129,7.29320669956628,7.05434500314804,7.07066786664463,NA
ENSG00000131016,6.14705767102836,6.40428895432526,4.83492929626599,5.43484845803376,7.76914589305576,6.67265720715976,7.21447255874022,NA,5.61427351036581,5.05295905339044
ENSG00000170776,NA,NA,NA,NA,NA,5.46130257605217,NA,4.82303095303367,4.87579745879221,5.30211441247781
ENSG00000241978,4.66749964871086,5.07785837682757,NA,NA,4.83868091764741,NA,5.41709216348441,NA,NA,NA
ENSG00000118507,6.28153331385738,NA,5.7396272209605,NA,NA,NA,NA,NA,NA,NA
ENSG00000127914,4.00518051250378,NA,4.6084522765766,NA,NA,NA,NA,NA,4.54525880758838,5.3904993744189
ENSG00000117448,8.65355016707978,7.58721683527906,7.7591860514217,8.33602731434486,8.05435380273393,8.27689390259861,7.86417757810512,7.76198690789236,7.98251956991636,8.13207011610212
