,adrenal.gland,esophagus,testis,kidney,ovary,pancreas,prostate,liver,stomach,spleen
ENSG00000104472,NA,5.64420892849891,NA,NA,6.11382917942669,NA,NA,NA,NA,NA
ENSG00000101938,NA,NA,5.74569583481376,NA,NA,NA,5.42979663818944,NA,NA,NA
ENSG00000160679,4.72086187825513,NA,NA,4.96105288854921,NA,NA,NA,5.71227537480319,NA,5.99864583464841
ENSG00000213341,5.51865868058308,5.17077550801054,6.14670733553057,NA,NA,NA,NA,5.31245146406538,5.43769751104259,4.98732610564049
ENSG00000144021,5.84925352708368,5.80718698107611,6.45294807542532,NA,NA,NA,NA,NA,NA,NA
ENSG00000005194,6.5654227574317,6.58353754117082,6.58369789547905,5.89373795006189,NA,6.14440156312377,5.65465204331088,5.88212262820115,6.31725778913856,6.36729239839924
ENSG00000185043,NA,NA,4.59075197332216,5.25093262980867,NA,5.06674943999372,NA,6.04752124059574,5.96184591363388,5.16964415760859
ENSG00000099622,6.62889956442061,6.48680185201141,7.12514642264775,7.15412748280342,7.27329209972729,7.37114994584024,7.65520147026998,6.85031508119871,NA,6.95281322918522
ENSG00000122873,7.0934567074986,6.93869906299925,6.08621825098785,8.15890021803733,7.35391351215704,6.16911818117089,7.62996588150323,7.13582923134836,NA,NA
ENSG00000145354,6.60235304121004,5.18270170412528,6.91629797559077,7.09213620738691,6.50762833785905,6.07838040076732,6.88937617992383,7.2778755106088,5.53172725391905,6.49261380705794
ENSG00000136026,6.52680434380791,7.19058439035213,7.9241106365659,6.04303483060043,7.14824215788457,6.58500952644105,7.13560476956792,7.20408033536334,7.46727517629287,5.84840515606735
ENSG00000175216,5.9762399009826,5.58938904607055,6.34998303174802,4.65359704491932,6.05626789169579,5.3322348028129,5.31146285037268,5.54773627661052,5.99512151564447,5.62936285164397
ENSG00000166165,7.81754553830875,8.44335177173392,8.01840740314389,7.46807026304885,7.48366306946038,7.72446763792901,9.14511810035248,6.36657906270972,8.35823040776485,7.02666958781092
ENSG00000104879,5.62261807086801,5.92032955627255,NA,NA,5.30396052048279,NA,8.04204682660583,NA,5.97876462276639,NA
ENSG00000131730,6.27508089845686,4.21756434517203,NA,5.35687413727025,NA,NA,6.85270988021133,NA,5.56921573056646,NA
ENSG00000074054,NA,4.19875864633908,NA,NA,4.49299366038594,NA,4.867288510731,NA,NA,4.69159388443394
ENSG00000163539,NA,4.97630363769844,NA,NA,5.20404224234842,NA,4.41620296088417,NA,NA,5.44820290572846
ENSG00000105205,6.5575914059685,NA,4.91412556226838,NA,5.70380386486771,7.00133464805625,NA,6.88987676141692,6.81958013089736,7.09864636061517
ENSG00000121940,5.63608651510307,5.21597605065509,5.13778042435982,NA,NA,NA,NA,5.62261523850182,5.80659652252707,NA
ENSG00000103249,4.90265004106879,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000163347,5.98879521301127,6.16548458453737,6.85898868045915,NA,NA,5.50834221495159,NA,5.76838760903074,NA,NA
ENSG00000165215,NA,NA,NA,NA,NA,NA,NA,6.673425780616,NA,NA
ENSG00000189143,NA,6.45403914920457,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000181885,NA,5.44014314055454,NA,NA,NA,NA,NA,NA,5.83140920561843,NA
ENSG00000163815,7.04206334943216,7.57813230731728,6.95845759995227,7.36237653892566,7.51469431946847,7.8620257408844,7.66371065755444,6.67656490740138,6.71119748984753,6.10292082336942
ENSG00000104938,NA,NA,7.9611952916542,NA,NA,NA,NA,NA,NA,NA
ENSG00000155962,6.37586471431181,6.81155391445513,5.97762563768909,6.47782488073472,7.37851750088152,7.20294705130852,6.96045252597406,7.19888777887068,6.49646870844755,7.50563840567629
ENSG00000169583,NA,8.11328557354325,NA,NA,5.32728918833676,NA,NA,7.2272179408415,6.24236246361265,5.84341030313383
ENSG00000169504,7.54326074759036,7.91348384095962,7.78664105026225,8.37984657457285,7.55982701277367,7.67398292339682,8.22967726486751,7.66170087427526,7.52162419473509,7.17433927881697
ENSG00000112782,NA,NA,4.40517706132422,6.92545019073552,NA,5.36043444941518,NA,6.37138499016577,NA,6.60618823009616
ENSG00000159212,NA,NA,NA,NA,6.10268754668741,4.93576226994482,5.52705711927301,6.18292687952224,6.64667636858627,NA
ENSG00000113282,6.25076144797969,5.75081964436401,5.41676658937194,5.92952772028371,5.91749108274663,5.64320826689064,5.64587755800847,5.92675173029337,6.46666247553113,6.00979428058044
ENSG00000130779,5.9453750195529,6.64334347811993,5.94941303995143,5.81968695910357,5.10734324053446,5.4477323086227,6.06110112407777,5.60446522733069,5.77951081967216,5.95621129591977
ENSG00000106665,5.30107342294084,4.55529013384925,5.42113493539653,NA,5.75267807645261,NA,5.21569784179032,NA,5.79424063984736,NA
ENSG00000102805,6.07769486588659,NA,5.25413155320847,NA,NA,NA,NA,NA,5.12732634926189,6.27815637059971
ENSG00000128973,NA,5.85054119483802,NA,6.07290082024145,NA,NA,NA,6.65226384988472,5.83679214459492,NA
ENSG00000074201,6.25149221456958,6.74507794917756,6.16791861362235,6.34798460918701,6.59260318876619,6.59175633197214,5.50333626003425,6.38591637698824,6.23725585504079,6.54540939922265
ENSG00000162129,6.49494729275009,NA,NA,6.06706602008286,NA,NA,NA,5.87970105271621,5.88511856708368,NA
ENSG00000125656,7.0334639660774,6.1659894201345,6.01263971640892,6.86984533298855,6.09502718567398,NA,5.31179592384702,6.50657748306394,6.46703019970588,6.90140267647375
ENSG00000104853,5.6664618181544,6.12639770457461,5.93523260283773,6.12965722020683,5.38790882820538,NA,5.43110023890282,6.15866522590562,5.86860126658607,NA
ENSG00000049656,NA,4.45219577424166,5.65109560336901,4.90773735521559,5.16752287973951,NA,NA,6.19550095303446,6.25518172861779,NA
ENSG00000166855,6.19581665827287,NA,4.87633017419121,NA,NA,NA,NA,NA,5.03826714440114,NA
ENSG00000171603,NA,5.0121451555035,7.1701109175301,NA,4.8999747042035,NA,NA,NA,NA,NA
ENSG00000122705,8.06854205982387,7.35329335042158,7.33457530901429,8.07034550836554,7.43938700332571,7.23765002563464,6.96932609534254,7.18307738878796,6.68436634879592,6.88914903334217
ENSG00000175416,7.33467486334015,7.66773009377177,6.43220917957447,7.17395308594335,6.93386822120938,6.83798607821342,7.50438654949874,7.18846127362876,6.99555711696675,6.65048656030513
ENSG00000141367,7.82144146753529,7.41897035662362,7.66180637849774,8.11056010758267,7.4810376801547,7.69203611952058,7.65851076127895,7.97341449934022,7.9515296451579,7.825240216394
ENSG00000070371,4.67090421935868,4.28394455334158,4.17580076249967,5.35629219345724,5.51734472976622,NA,NA,5.45412803757644,NA,3.59861322065658
ENSG00000120885,7.47231754631684,7.8408694325923,8.50279196233236,7.8409268598252,7.89739580017134,8.06455097958123,8.199289124162,7.29822871289744,7.39555306415063,6.98429536987227
ENSG00000132361,7.60879807770477,7.48267876626919,6.91925175113384,6.72293828050544,5.61399243141822,5.48393523648009,5.66880646077664,5.58714379313632,6.16917928000303,4.6552908980684
ENSG00000125246,6.50815249331495,5.99628389739551,6.41029830471376,7.6445528136725,5.73638393188366,6.3868809130945,6.36752096018874,5.89425885844531,5.85530670791423,5.79784371781452
ENSG00000111726,7.0907164484811,6.18760358357909,7.18445010321826,NA,6.86827210409378,6.58815714474733,6.33943401721956,6.32364509834033,6.49550590160085,6.62930701178765
ENSG00000164237,7.56538731687552,6.98749299690072,7.11813757744677,8.50935973077024,7.74753628830302,7.34753399440368,7.44165097317056,7.33596195776788,7.48068292213733,6.62278982323725
ENSG00000187118,6.82797634382198,6.39545554169742,6.21935943503936,7.13352254943933,5.94839068901516,6.16097603384331,6.43256040865333,6.07335855384777,NA,6.53897141330848
ENSG00000182712,NA,NA,5.66703777988754,NA,6.1549798632222,NA,6.22711729842666,NA,NA,NA
ENSG00000162368,7.54986118847194,7.90216154431406,7.41948435801252,7.76994110017956,7.43039357356077,8.12172187120086,7.52683580392157,7.66457812077311,7.89438123795339,7.47934426578853
ENSG00000134326,4.38230527519331,5.25754165816555,NA,NA,NA,NA,5.89269385626951,NA,5.92602055834459,6.72433288092116
ENSG00000091317,NA,NA,NA,NA,NA,NA,NA,6.2205742905869,NA,NA
ENSG00000137200,5.53441958649219,5.22795099437725,7.08913907367982,NA,6.15232050796135,5.18656528109626,5.03646840599996,5.00989947211234,5.19612512747032,6.13355907716377
ENSG00000169714,6.2211533219547,6.46804668994986,6.24586661853679,5.7395814035999,6.75173976665322,6.8533222177282,5.7089239970112,4.74433212245571,5.2804729092992,NA
ENSG00000133313,7.48082586525906,7.6927627934666,7.60293701239084,8.71639990645379,7.79703026130137,7.90313360816178,7.56718410379644,7.94286952788863,8.07990788086032,8.40271366813567
ENSG00000143771,6.1271696135999,6.57937758625239,6.40649627865048,NA,6.35316919479172,NA,NA,6.48408857364601,NA,NA
ENSG00000130176,8.35629362144816,8.95422984470867,7.79509920338311,6.6665162033381,7.04243778579534,7.91916231120301,9.85302336222655,6.77529224639401,7.74475468010295,7.7606895077132
ENSG00000064666,6.60749791437878,7.33001252355326,6.385361960793,6.65498658447786,7.30926122279247,7.22110431760795,7.08003624683124,7.14008664527501,7.02010245025164,7.65213218685158
ENSG00000117519,7.20897851727625,6.65035924079384,7.35901399090018,6.94056723796075,7.38316357859084,7.10610954760556,7.46073064076319,6.88042667848786,6.15412616526375,6.98198769853633
ENSG00000125107,5.45094157907235,5.40285163546023,5.91667143376315,5.45069856371502,5.26875648413433,5.2279764493031,4.62390074951691,5.94504219555329,5.88863208452347,5.82255258742446
ENSG00000182973,NA,5.07204797838149,5.32423952714969,NA,5.38525787888273,NA,5.13887121150857,NA,4.95445096436725,5.59947141181941
ENSG00000158435,NA,4.96954172201012,NA,NA,NA,NA,NA,NA,5.18594733040706,5.20570825008365
ENSG00000198791,5.78286660706419,5.49486617497577,5.65482947438452,NA,6.08387500790543,NA,NA,5.96951962023085,5.41844002014954,5.43062181605564
ENSG00000257727,7.18101420835221,6.86623056142581,7.22054780838515,7.15348175164548,7.48126613310187,6.77981646148916,6.64399414586625,6.95761458707896,7.4332176277512,6.10488673672167
ENSG00000137161,6.38331258557642,5.82525715488427,6.59465591173124,5.79731794678995,6.9076615328698,6.54023707712659,5.99992914922526,6.04739785709921,6.18681243585506,NA
ENSG00000166997,6.71207699812007,5.51691955931651,6.86533689057434,NA,7.09819165032911,NA,6.65200507490722,5.87667972950481,6.04408134208329,6.06541081125901
ENSG00000119865,6.32147415103056,6.55376718261506,6.535796708879,6.15011652526652,7.59564764476051,7.04355710744782,7.18682893637449,6.12615899375335,6.16766332623933,6.71624899385781
ENSG00000018236,4.36462602895504,5.37823178499697,5.79344648046888,4.96264773757216,6.40982437454327,4.74880357330195,7.17266840209519,NA,NA,4.26595295201508
ENSG00000119397,5.619573294786,NA,NA,NA,5.81172828604667,NA,NA,6.1322915142998,NA,NA
ENSG00000183978,6.7934131807036,6.62000961620013,6.46151737326022,7.38242896416948,5.96591314770688,NA,6.93325949536152,6.4428783189356,NA,6.08180501599487
ENSG00000181924,5.59767325130686,NA,NA,NA,5.54194695005072,NA,6.03706139299102,NA,NA,NA
ENSG00000168275,6.53434345680603,6.5013693334001,5.8690600948918,7.11641443908471,6.65392156927857,NA,6.43170694318517,6.28088936366104,NA,6.40812167174351
ENSG00000162377,6.14317099320018,5.82161872479909,NA,NA,NA,NA,NA,5.30501492595148,4.9408389046999,NA
ENSG00000068120,7.32068622098333,6.80583716378974,6.88464752576865,7.06655813958428,6.4331846709765,6.73345231882277,6.42357042043772,6.52562317476956,6.89443161509665,NA
ENSG00000082438,6.07536444637329,5.54529412763493,NA,NA,NA,5.23125668105676,NA,NA,5.32410532191111,NA
ENSG00000135775,6.05488105486277,5.74408452655283,6.2223796917049,NA,4.90578323489051,5.29468358284504,NA,6.18285160532465,6.51817455388668,5.3320025021643
ENSG00000136152,5.93638806038225,5.63922518791516,6.17885276788185,NA,5.13478306399009,NA,NA,4.97901759523641,6.33280363909275,NA
ENSG00000103051,5.99710666811237,5.69816409358982,6.22979432074968,NA,5.22549522814855,NA,NA,5.80518042071054,6.17004903062574,NA
ENSG00000164597,5.75140998862392,6.07108324359132,6.23907911406388,NA,5.27116255390021,NA,6.78669996121779,5.79805422212242,6.4211174858033,5.34935018075512
ENSG00000133103,4.90616258295962,5.53947005860794,5.73779392157891,NA,NA,NA,NA,5.88124156091818,6.10582889262349,5.53803073600278
ENSG00000168434,5.53235938625776,5.38008480293798,6.34132229430398,NA,5.18870151303144,NA,NA,5.8965062206583,6.42327744967392,NA
ENSG00000213380,5.24360846095936,NA,5.5752428259124,NA,NA,NA,NA,NA,5.95755081003022,NA
ENSG00000111799,6.46492154047153,4.89550597254752,5.99855687286283,6.78049769012113,7.11779029752242,5.26476900008733,6.94484098705266,5.60962415597029,5.53202273542661,4.71567721762358
ENSG00000187955,6.32833882269953,7.73567809691101,6.2757423689574,7.32745420058625,8.08806381139908,8.07755848659943,8.62792433495058,7.12038218882552,7.30399760165082,7.0903234171186
ENSG00000204291,5.39686162060231,5.38897771521781,5.80358954405974,6.02454780167941,4.98152031691674,6.67970557780037,6.51239362369439,4.87845863040896,6.23951678425591,4.7728826964221
ENSG00000084636,NA,NA,NA,NA,5.4236158641424,NA,4.74274829957268,NA,NA,NA
ENSG00000065618,NA,4.75363719994803,NA,NA,5.71198750503342,NA,NA,NA,3.94631877595079,NA
ENSG00000182871,5.84717149179453,6.09945318556095,7.03384184184906,6.9963179415721,6.09407333248422,6.4190245596185,6.77108969373307,6.00145465399875,6.30392625964131,6.5449688408674
ENSG00000108821,4.95142009490685,5.960311102309,5.97577252371466,5.38799555177828,6.60496597626928,6.71651729760706,6.35332506782042,5.28181942715345,5.0686795454168,5.16875814339737
ENSG00000164692,4.9005910466921,5.85290190991565,6.18589849043765,5.45963095479572,6.53426603236448,6.86052872138602,6.29291596059529,5.24564894981306,5.20078681417913,4.85669899443288
ENSG00000215018,NA,NA,NA,NA,NA,NA,5.51166830421351,NA,NA,NA
ENSG00000168542,4.13366662326068,5.51659075154021,4.27608516216157,NA,5.18370253901462,5.36447755756104,4.50894712792659,4.76926647121336,4.70633102057945,NA
ENSG00000187498,5.04602666970254,NA,5.34947346610804,5.29841959044119,NA,NA,NA,5.22469574008891,3.85804419240414,NA
ENSG00000134871,5.23603314711764,3.76428791264112,5.65619169020863,4.3959251096116,3.72285372047413,NA,5.84187885658027,5.40616585360994,5.14760521887898,4.73134286761283
ENSG00000113163,5.99405746638857,6.23360103114546,5.41236578004465,5.60791474003986,5.19782044907537,NA,5.97594227303875,6.20931779896527,6.0100783575019,5.49610601092201
ENSG00000130635,NA,NA,NA,NA,4.80992055840305,NA,NA,NA,NA,NA
ENSG00000142156,6.04099769242349,6.25140020955274,6.35239875899732,6.39295683162775,6.65025940219189,6.73178178862473,7.88469167487104,6.78023795446674,6.76835415069627,6.44079617572987
ENSG00000142173,5.48368712330697,5.69368496067135,5.30263672349434,5.95023166712574,6.03137621432194,6.19839102696143,7.44168239548072,6.28768373455969,6.31224724560738,5.47596586024522
ENSG00000163359,6.60651894156916,7.57663625930566,6.35918650968964,7.20049591908448,7.32172275367473,7.68069535270503,7.96125384512099,6.64502279328355,6.83846755878442,6.69502350461277
ENSG00000206384,NA,NA,NA,NA,NA,NA,NA,5.47653642581829,3.85138028654905,4.88903133627972
ENSG00000158270,NA,4.82740366684689,NA,NA,NA,NA,NA,5.67698737875493,4.35616349946108,NA
ENSG00000130309,5.83078748770256,6.44610946567593,6.64868066508626,4.97180130144731,5.90859764429393,5.25458113094628,5.4759691258977,6.80551259085067,6.45984017946252,6.6430391583476
ENSG00000173163,6.47334096418593,6.39787425309715,5.93279354581826,6.52702513142804,5.65295581969578,6.30056134224252,6.57636600665688,6.51454186604339,6.0498187283143,6.14648033414067
ENSG00000145781,6.03096384237828,5.790705502275,6.11457844288891,6.25177084969099,5.93240814814413,5.69940393762371,NA,6.54061076177609,5.70351128467406,6.13877380239662
ENSG00000114744,6.80404397250819,6.30611592613255,6.44198470924432,6.60014330123208,6.06273051274549,6.48299255549037,6.26357100150009,6.41288850148682,6.09850580059109,6.477328301982
ENSG00000140365,6.56058804019355,6.07456546749333,6.0946004009395,6.57375388718998,5.61708998607478,6.17610113307565,6.26714146967562,6.22857521823938,5.95822349078904,6.18376171935418
ENSG00000170619,6.22494721877709,6.06069341896077,6.2074080427762,6.37536281063242,5.88443840820808,5.96897778303415,NA,6.27875168329286,5.72195678037754,6.03705690713891
ENSG00000188243,NA,6.07842376862415,5.6540852639392,6.29560448053132,6.09684956918248,5.93923643053335,6.37244480656695,6.20626137673947,NA,6.10094597046922
ENSG00000149600,6.42852354042076,6.16649366957843,6.30880913855925,5.76538504122131,6.1244943135587,6.41440577667222,5.62274849979891,6.48082197945948,5.80013546956231,6.500998423359
ENSG00000169019,6.43934848606975,5.90573775670684,6.22473679101553,6.70343526411791,6.20889520273059,6.56531444303951,6.38146346387201,6.52337786806819,6.1221525869807,6.3874563385036
ENSG00000110442,6.83629246043636,6.04664467575066,6.4988922958104,6.87945441748118,6.33320223816293,6.92076228307297,6.38417752407789,6.81202363408601,6.39975042872336,6.82682004097538
ENSG00000105664,NA,5.56478243136643,NA,NA,NA,NA,5.83744440218621,NA,NA,NA
ENSG00000093010,7.65472508190831,7.38119755959927,7.78012620644089,6.66538685958055,7.36908760348981,7.13332468017471,7.27219080313449,7.39128345839985,7.19152840291126,7.4214668590885
ENSG00000165644,NA,5.52658520227759,NA,6.29437988299352,NA,NA,NA,NA,NA,NA
ENSG00000122218,7.02995164203684,6.9414348984264,7.46193239074507,7.14243769163861,6.74371983778313,6.98706383064441,6.72700390028119,7.28310622655976,7.50624991721952,7.24798865990643
ENSG00000129083,7.23208084244137,6.97635769514002,7.53814125331575,6.88186912630378,6.83091323354913,6.76191235447785,6.77697838111984,7.15018601734076,7.65294209942909,6.31212064976665
ENSG00000184432,7.07693157455566,7.04411368359254,7.42396490824634,6.99542384141789,6.85476982153251,7.0419001733601,6.61679100607999,7.26691114401845,7.56438596703884,7.35370824763389
ENSG00000105669,7.02193316647744,6.40224383694136,7.02462386402926,6.79672141985748,6.80132457091964,7.277321827153,6.27451226642307,6.96492478473157,7.12082226808264,7.21556790992873
ENSG00000181789,6.93363911252492,7.01446745868009,7.29667108860791,7.03902678329602,6.63019883105777,6.75348271987285,6.87836601557386,7.14083364026799,7.56879914110343,7.08091759365474
ENSG00000166200,6.91618539258071,7.06633946187499,6.83976878134608,6.78947043147554,6.9585468710162,6.90301789272878,7.05747399726591,6.82008176428845,6.86871789354144,7.25091246143337
ENSG00000141030,6.73801908345252,6.25403837348166,6.70875112705685,5.89367918518425,6.4827427357628,6.6326343591597,6.66443692516734,6.50654175777441,6.63549107445287,7.01491841774371
ENSG00000138663,6.80547367142441,6.89711638485305,6.70079770656585,6.67965175019327,6.94627099602284,7.07299527071284,7.21951782307681,6.80618513026514,6.8515319609913,7.27545295809363
ENSG00000121022,6.99563080776245,6.52366545039195,6.77347061678999,6.72515062651815,6.90377346319569,6.83473089937817,6.85284923348764,6.80169984253418,6.52331726866925,6.69297862998808
ENSG00000168090,7.26853117038682,6.61015705347105,7.07844343927223,7.12329633625365,7.13148595931078,7.15665745561323,7.15815128250574,6.9839546830612,6.73642086735523,6.99203483107403
ENSG00000111652,6.8751944266155,6.53638789731516,6.62536444179194,6.68493453435017,6.7418317921481,6.40073951927647,6.79386092358348,6.37712608903669,6.17958168199222,6.22657535913878
ENSG00000144524,5.79535855102339,6.0867057011019,6.15359792825152,6.28040506653088,6.32115302070559,5.59264409696219,6.46797331027826,5.29294441213028,5.89288098772435,6.29463653399735
ENSG00000198612,7.00380507356503,6.94702250334656,6.871137864054,6.87448454144161,6.93608733271986,6.94072446986152,7.10977507734486,6.89708805345713,6.59461348783377,6.83508632638644
ENSG00000111481,6.88851646107495,6.87321701162691,7.09303635818469,7.0173801772214,6.87523356868859,6.81289356067259,6.22355676106145,7.25172988349316,7.2596289429731,6.83540492584059
ENSG00000005243,5.8126059009739,6.04278594258526,5.22961275950879,NA,NA,NA,NA,NA,NA,NA
ENSG00000115520,5.7292863103246,NA,NA,5.63464984013701,NA,NA,NA,NA,NA,NA
ENSG00000132423,5.77699884239072,5.60009005746653,NA,5.67309701459838,5.33498798473988,NA,5.57398937971062,NA,5.66774759969235,NA
ENSG00000110871,6.61390521790303,5.93590633184858,5.53314162124393,6.94260667712214,6.31355491398452,5.58307972760916,6.15341745006004,5.3168419633009,6.43982894175815,5.62213742406702
ENSG00000119723,6.77339877019245,6.26145326080468,5.99827854833754,6.37298164436596,5.88581167253619,6.15903076531537,6.69414385200037,NA,6.53329733115602,6.28024052126377
ENSG00000167186,6.66988379012535,6.36537789479622,5.39898766049661,6.6033660670958,6.00216094893363,NA,6.49595185832742,6.66988379012535,6.17784445415295,NA
ENSG00000088682,7.0068937079479,6.72812807674736,5.8104607512738,7.23915709193484,6.06656242251444,6.23629559917142,6.89151643141713,6.08641654207046,6.58064544386618,6.577469867788
ENSG00000102879,7.16145784697175,7.64945497770039,6.28132384458374,6.24996343841803,7.34604124471454,8.3111631382859,7.23312287935744,7.84037547190091,7.64075441303793,8.69509550104571
ENSG00000172725,6.87447601933657,7.34221002974419,6.79864070971136,7.06159613779838,7.11410789005152,7.2641585010303,7.74189467128811,7.20974257149753,7.44053275938534,7.99916244982254
ENSG00000110880,6.87559945493942,7.77547606078425,6.75680298939394,7.02601274122887,6.76153512696421,7.38063554188559,8.22115431755064,7.3290817956809,7.51316856925388,7.68346260522888
ENSG00000106789,NA,NA,5.63114443546651,NA,NA,NA,NA,5.17110082696398,NA,NA
ENSG00000262246,NA,NA,NA,NA,NA,NA,NA,5.30116236889724,NA,NA
ENSG00000103187,7.22406666433477,7.34796576207503,7.63578068012785,8.39169847897282,7.83490598422737,8.01343834732488,7.76188950082115,7.93250379122772,6.8194821844644,8.07973153607122
ENSG00000166260,NA,NA,NA,NA,NA,NA,4.99643952001204,NA,NA,NA
ENSG00000178449,NA,NA,NA,7.0764792261628,6.03244745112193,NA,6.41347169020135,6.12585866661139,NA,NA
ENSG00000014919,5.26962967435755,NA,5.4767074082508,5.828823442575,NA,NA,4.78544066476544,5.2120714230161,NA,NA
ENSG00000138495,5.54845084158,6.50323003601232,5.9957655682907,6.63528958661241,6.17361693620319,6.34591959235531,6.65385413754776,NA,NA,6.15296686246183
ENSG00000240230,NA,NA,5.8341219608108,NA,5.18393984072685,NA,NA,NA,NA,NA
ENSG00000203667,6.794697126892,NA,NA,6.78326302870367,5.99315284048354,NA,6.67975195358373,NA,NA,NA
ENSG00000131143,6.94990694847188,7.11859014585254,6.47679992396975,8.06399986397336,7.08479730758902,7.113308931848,7.07609600628195,7.5931410674006,6.51357602147598,6.15624331485812
ENSG00000178741,6.97365423204041,7.11837365889232,6.35178237891859,7.82290663779804,6.96722946211457,7.03744344890657,7.1740172989591,7.62000940893316,NA,6.18433254501898
ENSG00000135940,7.28780172993023,7.50531384137503,6.71197469673815,7.87724751582231,6.91501441508191,7.17670240350998,7.2042492457871,7.57982695018973,NA,6.6490125983498
ENSG00000126267,5.7871840817774,6.96914497502253,5.75604174628402,7.67358505452264,6.58538111724606,6.70778419449986,6.92168779264419,6.79994903681242,NA,5.97958461284474
ENSG00000164919,5.80514729780041,7.08550216456509,6.22552576703353,8.0259423202207,7.08411933673433,7.02433948515244,7.20147980878565,7.60332313540159,NA,6.31258408263112
ENSG00000161281,NA,NA,NA,6.16120754964854,5.55236621902176,NA,6.52790445152498,NA,NA,NA
ENSG00000112695,NA,NA,NA,7.22889055658023,6.49450483952708,NA,6.63760880795571,7.31303757540526,NA,NA
ENSG00000115944,6.07928980609866,6.1856420473679,NA,6.38319117702464,6.08346748748339,NA,NA,6.49138216898685,NA,NA
ENSG00000127184,NA,NA,NA,NA,6.02814655811932,6.46583895328201,6.32808543565188,NA,NA,NA
ENSG00000176340,NA,5.19958563446692,NA,6.22208130920186,5.38392631136503,NA,5.04476461532632,NA,NA,NA
ENSG00000047457,7.85250439151793,8.60054120135513,8.05257324455976,8.23322806494258,7.6223559512413,8.41127064407129,8.5289557900087,7.75252998059732,7.16656067830696,7.12210085771061
ENSG00000158516,NA,NA,NA,NA,NA,8.07672531677479,NA,NA,6.10283510987138,NA
ENSG00000163751,NA,5.60962637007129,NA,NA,NA,6.11718694346735,6.12022238015718,6.33368065973926,4.92856799637632,NA
ENSG00000153002,NA,NA,NA,4.57415268839515,NA,9.1955015281423,NA,NA,NA,NA
ENSG00000080618,6.38203506271893,6.80152886427195,6.20148111750261,6.10245996636586,6.66298348558927,7.18373978081523,7.1296422829936,5.52229391637897,5.98042080064485,NA
ENSG00000108582,4.84801043428144,5.46534733039844,5.93765803824568,5.38490128055758,NA,NA,NA,6.31236766926525,6.73619018743651,NA
ENSG00000109472,NA,NA,5.28383152964921,NA,NA,7.18157424961938,NA,NA,6.63980890903592,NA
ENSG00000135678,5.63269006832452,5.44598727262043,NA,NA,5.93451982595563,NA,NA,5.98494727508169,5.07981824011242,NA
ENSG00000120054,NA,6.49577523563737,NA,NA,5.39998294458168,6.78023890829268,6.35388036489224,NA,5.50996171555912,5.97499018713292
ENSG00000178772,6.01292154554456,7.23276984528045,5.88677219955363,NA,6.00180025282766,6.876949270387,6.44229691775594,6.27438352427802,5.65255862347232,5.30695087905502
ENSG00000214078,7.13668886567226,7.25438681004905,7.09746557426738,6.13271833936048,6.86469734877622,7.61709964284846,6.96993223204624,7.18794075967666,7.25352224442669,5.75038239828492
ENSG00000140848,NA,NA,NA,NA,4.94064291101442,5.16619225103546,NA,6.09335891163587,5.54619919329602,6.45601285905279
ENSG00000085719,7.3125370031073,7.63642277139076,7.52521548823215,7.21861884581744,7.46114353153558,7.47724682233759,7.68603685382311,7.23726240372927,7.33118173162142,6.95997000850021
ENSG00000080819,6.66245560864787,6.03863771398184,6.61991328243917,NA,6.07653572477811,6.02531210062141,5.98661910339484,6.6507029264865,6.50020793225162,6.34716354844085
ENSG00000103381,6.67907341129416,7.13209968339908,7.52781880627394,7.37312780584879,7.07209419567934,7.3799703404891,7.26887566361616,6.68673407868297,7.11211603851328,7.58053178797986
ENSG00000104324,6.75663610824585,6.27382961016027,6.96814736039358,7.52084651292055,6.99468945820593,6.81285795400848,6.76102968172838,5.03312382418414,6.52391957419649,6.55997568777887
ENSG00000021826,4.914359026299,6.29945983319949,5.66785283396871,7.37630679789522,5.51859403874417,5.55705099833083,5.19946164996062,7.33280208669463,6.73963104592836,4.4765483972104
ENSG00000165934,5.09004632245736,4.60452399252308,5.2550573718064,4.69774015585804,5.15656769486251,NA,4.61257159555064,NA,5.51157916027235,NA
ENSG00000119203,5.52303072175467,4.79740417064875,5.71016475920463,5.18347997673256,5.52882202346871,NA,4.61727062455159,5.37623478352206,5.99956585088744,5.61334380255973
ENSG00000127054,5.35086799628656,NA,NA,NA,NA,NA,NA,NA,5.05364429352094,NA
ENSG00000111605,6.16767171623002,6.02127954708235,6.47730327520848,5.161167871746,6.49295131394786,6.03863074172701,NA,6.20782781480162,6.58677984712645,6.28696622696454
ENSG00000149532,6.01224651998507,6.02233975235246,5.9654199142296,NA,6.36788904330566,5.58958849286605,NA,NA,5.89289937075409,5.48150790768312
ENSG00000110090,6.42196568822511,6.5878931462647,5.30325026386891,7.09968942547695,5.49167899698533,5.87389703380013,5.72450680806558,6.39409278269225,7.08740177550216,6.79619270666042
ENSG00000205560,NA,NA,NA,4.97661636873912,NA,NA,4.35944887907756,NA,NA,NA
ENSG00000157184,7.26311507618134,6.11600692561322,6.65160447511848,7.53573787356179,5.30786914834513,6.36000028110883,4.99174684702506,6.68666329095926,7.23168843748684,6.70885728823223
ENSG00000224051,NA,5.76689324824574,NA,NA,NA,NA,5.03811991268784,NA,NA,NA
