,kidney,liver,pancreas,prostate,stomach,adrenal.gland,testis,thyroid,esophagus,ovary,salivary.gland,spleen
ENSG00000127720,0.712057192653489,0.353837195166502,0.439845030095811,0.728544688998346,0.573549892045279,0.668889237655878,0.733911970815133,0.717069971114068,0.644393427843757,0.859929857491872,0.583592170766588,0.583053011091764
ENSG00000256574,-1.08846953769284,NA,NA,-0.586845778235159,-0.925145181132342,NA,-1.1180291252305,NA,-1.35968172726507,-1.23960591554431,-0.478195583179782,-0.819027585387261
ENSG00000109819,1.41524386257336,1.44244301515952,0.720909029115776,0.385666789657035,0.80879496946702,0.451142908687707,0.666974695573337,1.37644138139693,0.67461512609841,-0.00897854657034772,1.50775863303099,-0.177655355362411
ENSG00000161057,1.67735095375084,2.00730116782609,1.51316558420242,1.68430137542048,1.65676780172332,1.75748406667984,1.5907206728127,1.73819360778022,1.75442109364262,1.550659447749,1.62104703463679,1.6677754932468
ENSG00000237787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.531752130513524,NA
ENSG00000051596,1.36207607606568,1.49124341834522,1.06055072321123,1.13762150903867,1.31177209274952,0.989136739472441,1.59891865136195,1.32860114855326,1.57828382478192,1.34687298060183,1.31278658924554,1.19551617106132
ENSG00000172244,0.17311193648578,-0.117876946581064,-0.358466188325132,0.246185711935833,-0.261477727249764,-0.176345788705548,0.674087575350764,0.112887320712319,0.131596766798472,0.0797981798049426,-0.0426197251610552,0.288302129874372
ENSG00000189241,1.88165365340501,1.87043522156407,1.58183345351294,1.78863409664978,1.67723201607617,1.86319424445452,1.54219438043022,1.77699420735923,1.63575127259676,1.64399341099541,1.51789339956104,1.59404104362836
ENSG00000182511,0.853230515622329,0.876726704710242,1.21888029331596,0.973544306717816,0.764095454945665,0.894910799558925,0.721334570912034,0.80111513585851,0.795310073901017,1.23241245349864,1.75124496267248,2.01704715408754
ENSG00000100796,1.40839092426343,1.69176337494272,1.58480956540585,1.53206605709021,1.55003741248374,1.51209306504629,1.55478484360633,1.50333578771288,1.51859028896537,1.57101899162674,1.55469985979706,1.64361299128925
ENSG00000135541,1.02657616073081,0.850265212410555,1.09726553778416,1.35104370772549,0.970499150890327,1.20000104643739,1.39578578918263,1.09752659221191,1.08270865397208,1.14217615729687,0.971661636664527,0.844148625497441
ENSG00000258588,NA,NA,-0.163470533345265,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000143376,1.1503802976973,0.866200047219135,0.719807048907873,0.880516289096132,0.880721696650335,0.87228809276898,0.958964482476044,0.931619731860743,0.900370389048675,1.00836509521213,0.779972927966329,0.980822653057047
ENSG00000214814,0.415911912470373,NA,NA,-2.0263909489063,0.95095143153982,NA,0.060783713865046,0.121091520209429,-1.27072536155508,-1.39465619040848,NA,-1.91205835740993
ENSG00000165240,0.655202805550145,0.302506044860048,0.24338979090279,0.760698261606531,0.696872743467027,0.672543037846865,0.270254776278909,0.606319433678084,0.718570965974306,0.525521717698355,0.63412802037028,0.559310411238389
ENSG00000180739,-0.567551854548793,0.113422774487474,-0.95548136297354,-0.131632985682899,-0.373187853931161,-0.81773258344459,-0.918772482928012,-0.838400766671779,0.192086899911586,-1.24482731226233,-0.160319549070358,0.986373347996319
ENSG00000172172,1.48098874717308,1.73968744154312,1.13535216196608,1.36109099475434,1.40482982902658,1.46064275274021,1.14509735354028,1.32719724621339,1.42562781392713,1.15090247563396,1.35790703918438,1.09768969105251
ENSG00000172020,-0.527345921715987,NA,0.0650480507148052,-0.765855407507642,-0.260944555073219,1.04592927899108,-0.379307721194168,-1.8293648531552,-0.362143849737952,-0.827541391937841,-0.586350732915474,-0.925673269021267
ENSG00000100218,0.558316688951313,-0.172063898826953,NA,0.219100005684518,-0.441918929070374,-0.148084855898766,0.917300422870443,-0.0938924607407632,-0.468248896686157,0.380315051274865,0.0426091843812777,-0.99342363151376
ENSG00000163870,1.15567756837848,1.02853748497032,1.41092129015547,1.23401996170591,1.17032975575601,1.29744600189273,1.0772302423965,1.22826873156596,1.05867468306359,1.36500371627113,1.44012631163667,1.25833596023996
ENSG00000029639,0.779111787746074,1.15192812766129,0.795584257517934,0.734105677701293,0.925148959469784,1.21486556946435,1.10378243606721,0.994440319211799,0.873878669782491,0.943029129205523,0.888464695866399,0.920750542577982
ENSG00000132604,1.23983607064723,1.17981753743797,1.22508755617962,1.09944714022176,1.15341750829757,1.13746366150167,1.19730878022178,1.28630790230125,1.23813587620868,1.31078997399646,1.06105879428074,1.22528389639363
ENSG00000139218,1.55952360705789,1.69680516685416,1.48448028749367,1.48870228166857,1.66803584130466,1.36705382774128,1.53161398484619,1.52794978749126,1.57474474743243,1.66020090989381,1.46557832588872,1.66661771001801
ENSG00000111218,-0.277181048215969,NA,-1.43307493365265,-1.26477279340399,NA,NA,-0.0465993190586515,-1.96123042968698,NA,-0.929645521248702,NA,NA
ENSG00000267596,0.527292128146646,1.53507776445496,NA,-0.965068055668823,NA,NA,-1.57761316686916,NA,NA,NA,NA,NA
ENSG00000142185,-0.0271979894681589,-0.661230388860946,0.140830296351804,-0.0587669189022635,0.312249970659646,0.248347326196739,0.115720305000774,-0.722248756417193,0.264502345315171,-0.484478353361927,0.449438971377581,0.67066738117505
ENSG00000131724,1.4423221715367,2.05684103998416,1.30439545153332,1.28089464334833,1.5170319098916,1.50854905597428,1.30920791239662,1.44793409120339,1.70555813439904,1.38658586719371,1.13517497973796,1.45695190535992
ENSG00000162676,-0.476409595170795,-0.298212365060117,0.958327692033888,-0.248176012662788,0.739025363923694,-0.106218925910006,-0.0675426868534575,-0.534972787941757,-0.328066996335667,-0.578507231776758,0.148526751487175,0.744985810488166
ENSG00000213417,-1.32500115557286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000101194,-0.0626476328006186,1.50176488290088,0.529318622634908,0.467328256355236,1.03907013028832,0.310742908858272,0.197863890700439,-0.840482779565288,0.362965871281425,0.358701009042765,0.832242621058777,1.14683823735111
ENSG00000112812,0.730377256601351,-0.0992614762724086,1.39297870855272,0.841166201732659,1.15461743216276,0.186299258665891,0.541400846015683,1.23457496353689,0.64427691060905,0.795456807338263,1.15373933548097,-0.189065564702981
