,kidney,liver,pancreas,prostate,stomach,adrenal.gland,testis,thyroid,esophagus,ovary,salivary.gland,spleen
ENSG00000127720,0.573173993458889,0.641952830172702,0.804063322871598,0.61420963202328,0.650702276038913,0.600164487981686,0.66158323647087,0.705875611295866,0.622815076439531,0.695026195456857,0.581789485465223,0.56468507218323
ENSG00000256574,NA,-1.3233495606312,NA,-1.0028372217127,-1.10208008521618,NA,-0.927457180949053,-1.61478976179497,-0.678955760687242,-1.55065488937051,-1.51363954085423,-0.505498186786614
ENSG00000109819,1.41338275837782,1.62717501528618,0.589042669858015,0.562323336082404,0.588370943086249,0.586431695509526,1.01429957155569,1.26054293239437,0.617261176787779,0.188169475215391,1.50609651256638,-0.066404719995298
ENSG00000161057,1.75055197639143,1.86335865096524,1.5323951267852,1.65299159104487,1.71995761725628,1.74769896923118,1.63264364224938,1.67506768563255,1.7559151912195,1.58586083882819,1.63478096869247,1.64743409897211
ENSG00000237787,NA,NA,NA,NA,NA,NA,-1.26197669585445,NA,NA,NA,NA,NA
ENSG00000051596,1.32690498722447,1.2078415983951,0.99089065033594,1.10994958172559,1.38697591157944,1.23088221940542,1.63414444755731,1.27236365006444,1.83518194643447,1.30284639983803,1.1020292159076,1.32582794124141
ENSG00000172244,0.0249144141551456,-0.422736043392052,NA,0.592544105629884,0.0746355314710917,-0.299484547267467,0.56880886808488,0.10776701876406,0.150683252936567,0.0275387840097602,-0.119320247793083,0.320614665123309
ENSG00000189241,1.88107723185279,1.75137091128571,1.63954821970581,1.69047878087411,1.52914666885008,1.87390093583994,1.4683346320773,1.69573634245382,1.49244269178298,1.70790967854056,1.66429970601164,1.56630417292526
ENSG00000182511,0.679807965070177,1.39293893412539,0.856839137092071,0.933571140067308,0.805669518522684,0.857478871751103,0.57173897265296,0.988673054859678,0.793925271904297,1.05813892960144,1.83535108341993,1.8585992407546
ENSG00000100796,1.48915661386919,1.5187745507415,1.57594794138448,1.43874861370402,1.57903433200835,1.40490988584742,1.61374592645979,1.49215272991878,1.51058432768593,1.45217476689418,1.45764389089969,1.68609631685272
ENSG00000135541,0.816406698222493,0.949132363525452,1.1746403965337,1.037184702917,1.17557787275394,1.44692647261919,1.51869536855896,1.13740213681154,0.975586957829445,0.991117969504858,0.946186482735267,0.792612233427375
ENSG00000258588,NA,NA,NA,NA,-1.45603019705987,NA,-0.598174641657249,NA,NA,NA,NA,NA
ENSG00000143376,1.11385815541773,0.902635057950093,0.806822281381746,0.843469196988048,0.89354531606333,0.839935181487244,0.949427718840374,0.823062550299702,0.928740775601854,0.941502419419322,0.705903244387649,1.0587744764397
ENSG00000214814,0.624022576358179,NA,-1.36627037282901,-1.48310705838425,1.70913410722795,NA,0.317597206352412,0.321759332843522,-0.95002253297378,-1.35261516518275,-1.45019232279397,-2.22283251495839
ENSG00000165240,0.631387956556677,0.288711727452289,0.365900923958133,0.617007410586729,0.730812429350794,0.668470309134085,0.0632144978060292,0.571036108390173,0.659908516072558,0.519792028954492,0.725378339828523,0.591098189972987
ENSG00000180739,-0.72930952072767,0.253564392660421,-0.893236167819832,0.0694729667465754,-0.79492619655453,-0.738649811312177,-0.73521521264327,-1.12757868322379,0.375206346893479,-1.27646934775859,-0.5904812882915,0.670775199270234
ENSG00000172172,1.53232751634545,1.55745295213257,1.24919584167575,1.30768339980321,1.29363834192567,1.46824231114544,1.21424053545804,1.28847445628861,1.40930481244816,1.04215647548746,1.28524871314169,1.19811450094543
ENSG00000172020,-1.24641694110709,-1.20968032907947,-0.299318048704776,0.200823777556468,-1.26248770195933,0.295317324689302,-0.622826177202626,-1.27066159443743,0.102352595601849,-1.46024331474634,0.434271575688773,-1.63928668345694
